,Number of Dependents,Latitude,Under 30,Longitude,Gender,Age,City,Married,Population,Senior Citizen,Zip Code,Dependents,Satisfaction Score,Churn Category
650,0.0,38.123544,0.0,-121.15907800000001,0.0,57.0,538.0,0.0,45755.0,0.0,95240.0,0.0,3.0,3
651,0.0,37.526790999999996,1.0,-119.99436999999999,1.0,26.0,580.0,0.0,10226.0,0.0,95338.0,0.0,3.0,5
652,0.0,38.121601,0.0,-120.13391499999999,0.0,34.0,602.0,0.0,1278.0,0.0,95346.0,0.0,2.0,5
653,0.0,37.671806,0.0,-119.93365616666667,1.0,58.0,618.0,0.16666666666666666,52872.0,0.0,95350.0,0.0,2.0,1
654,0.0,37.716186,0.0,-121.02583600000001,0.6666666666666666,58.0,618.0,0.0,26055.0,0.16666666666666666,95356.0,0.0,,1
655,0.0,37.670526,0.0,-120.877572,0.5,37.0,618.0,0.3333333333333333,13343.0,0.0,95357.0,0.0,1.0,1
656,0.0,37.734971,0.0,-120.95427099999999,0.0,30.0,822.0,0.0,16525.0,0.5,95367.0,0.0,1.0,5
657,0.8333333333333334,37.713152,0.0,-118.926984,1.0,47.0,837.0,1.0,12466.0,0.0,95368.0,0.3333333333333333,2.0,5
658,0.0,37.529656,0.0,-120.85435700000001,1.0,36.0,1010.0,1.0,24708.0,0.0,95382.0,0.0,3.0,5
659,0.0,39.361283,0.6666666666666666,-123.784599,1.0,23.0,167.0,0.0,333.0,0.0,95420.0,0.0,1.0,1
660,0.0,38.965804,0.0,-122.63177900000001,0.0,53.0,195.0,0.3333333333333333,13485.0,0.0,95422.0,0.0,,1
661,0.0,39.239818,0.0,-123.565432,0.0,53.0,211.0,0.0,8747.166666666666,0.0,93966.16666666667,0.0,2.0,2
662,0.0,38.848082,0.0,-123.50608000000001,0.8333333333333334,43.0,393.0,0.16666666666666666,3640.3333333333335,0.3333333333333333,93854.0,0.0,1.0,2
663,0.0,38.522328,1.0,-122.97932,1.0,20.0,817.0,1.0,298.0,0.0,95471.0,0.0,1.0,2
664,0.0,39.222322999999996,0.0,-122.98548799999999,0.0,41.0,1083.0,1.0,240.0,0.0,95493.0,0.0,1.0,1
665,0.0,40.965011,0.0,-119.13854633333334,0.0,30.0,592.0,0.0,15921.0,0.0,95519.0,0.0,,2
666,0.0,37.572273833333334,0.0,-124.301372,0.0,50.0,320.0,1.0,2965.0,0.0,95536.0,0.0,2.0,2
667,0.0,41.950683000000005,0.0,-118.37967666666667,1.0,35.0,922.0,0.0,2020.0,0.3333333333333333,95567.0,0.0,2.0,4
668,0.0,33.362575,0.0,-117.299644,0.0,49.0,314.0,1.0,42239.0,0.0,92028.0,0.0,,1
669,0.0,38.626128,0.0,-121.328011,0.0,47.0,161.0,0.3333333333333333,58830.0,0.0,95608.0,0.0,3.0,1
670,0.0,38.683605,1.0,-120.811852,1.0,28.0,257.0,0.0,4426.0,0.0,95619.0,0.0,,1
671,0.0,38.392821000000005,0.0,-121.799917,1.0,43.0,400.8333333333333,0.0,18529.0,0.16666666666666666,95620.0,0.0,1.0,1
672,0.0,38.349195,0.0,-121.902943,1.0,63.0,297.0,0.6666666666666666,171.0,0.0,95625.0,0.0,2.0,1
673,0.0,38.689174,0.0,-121.21843500000001,1.0,34.0,701.0,1.0,32040.0,0.0,95662.0,0.0,2.0,1
674,0.0,38.578604,0.0,-122.024579,1.0,62.0,1080.0,1.0,8406.0,0.0,95694.0,0.0,,1
675,0.0,37.176547166666666,0.16666666666666666,-120.89401399999998,1.0,37.0,207.0,0.0,8525.0,0.0,95713.0,0.0,3.0,1
676,0.0,39.279068,0.0,-119.190586,0.0,50.0,924.0,0.0,88.0,0.0,95728.0,0.0,1.0,1
677,0.0,38.608405,1.0,-121.449942,1.0,28.0,835.0,0.0,25355.0,0.0,95815.0,0.0,2.0,1
678,0.0,38.517295000000004,0.0,-121.439819,0.0,61.0,835.0,0.16666666666666666,30580.0,0.0,95824.0,0.0,1.0,1
679,0.0,36.79496066666667,0.0,-121.36341100000001,1.0,36.0,29.0,1.0,36432.0,0.0,95843.0,0.0,,1
680,0.0,39.396584999999995,0.16666666666666666,-121.38028999999999,1.0,21.0,59.0,0.0,626.0,0.0,95914.0,0.0,1.0,1
681,0.0,39.461768,0.16666666666666666,-121.195825,0.0,43.166666666666664,181.0,0.0,262.0,0.0,95925.0,0.0,,1
682,0.0,38.931425,0.0,-121.946081,0.0,44.0,274.0,1.0,19.0,0.0,95937.0,0.0,,4
683,0.0,39.473896,0.0,-121.415927,0.0,49.0,709.0,0.0,28382.0,0.0,95966.0,0.0,,1
684,0.0,35.48819616666667,0.0,-119.69443833333334,0.0,39.0,265.0,0.0,960.0,0.0,96024.0,0.0,,3
685,0.0,41.816595,0.0,-122.94828700000001,0.0,38.0,476.0,1.0,482.0,0.16666666666666666,96050.0,0.0,2.0,1
686,0.0,40.883853,0.0,-122.41825800000001,0.0,54.0,504.0,0.0,1236.0,0.0,96051.0,0.0,,5
687,0.0,32.957195,0.0,-117.202542,1.0,33.0,849.0,0.0,17809.5,0.0,93317.16666666667,0.0,2.0,1
688,0.0,32.957195,0.16666666666666666,-117.202542,0.0,21.0,849.0,1.0,28201.0,0.0,92130.0,0.0,,1
689,0.0,32.957195,0.0,-117.202542,1.0,55.0,849.0,0.0,28201.0,0.0,92130.0,0.0,,5
690,0.0,32.957195,0.0,-117.202542,0.0,48.833333333333336,854.1666666666666,0.0,28201.0,0.0,92130.0,0.0,3.0,1
691,0.0,34.065875,0.0,-118.23872800000001,0.16666666666666666,32.0,550.0,0.0,30596.0,0.0,90012.0,0.0,,1
692,0.0,34.044639000000004,0.0,-118.24041299999999,1.0,44.0,550.0,1.0,9732.0,0.0,90013.0,0.0,,1
693,0.0,37.90541116666667,0.0,-118.251977,0.0,57.0,508.8333333333333,0.0,3524.0,0.16666666666666666,90014.0,0.0,,4
694,0.0,34.017697,0.16666666666666666,-118.200577,0.0,41.0,550.0,1.0,47487.0,0.3333333333333333,90023.0,0.0,1.0,4
695,0.0,34.003553000000004,0.0,-118.30893300000001,0.3333333333333333,59.0,550.0,0.0,5187.833333333333,0.0,93736.16666666667,0.0,1.0,1
696,0.0,33.993990999999994,1.0,-118.39703999999999,0.0,23.0,235.0,0.0,31963.0,0.0,90230.0,0.0,1.0,3
697,0.0,33.914775,0.0,-118.348083,1.0,50.0,406.0,0.0,93315.0,0.0,90250.0,0.0,,3
698,0.0,33.977468,0.0,-118.445475,0.0,47.0,579.0,1.0,18058.0,0.0,90292.0,0.0,1.0,1
699,0.0,33.794209,0.0,-118.31735400000001,0.0,32.0,542.0,0.0,21065.0,0.0,90717.0,0.0,3.0,3
700,0.0,33.823943,0.0,-118.11133500000001,0.0,63.0,545.0,0.0,37417.0,0.3333333333333333,90808.0,0.0,,3
701,0.0,34.296574,0.0,-117.70011516666666,1.0,47.0,1005.0,0.0,26753.0,0.0,91042.0,0.0,3.0,3
702,0.0,34.162515,0.16666666666666666,-118.203869,1.0,44.0,366.0,0.0,31297.0,0.0,91206.0,0.0,1.0,1
703,0.0,34.236683,0.0,-118.3931325,0.0,36.0,675.0,1.0,32307.0,0.0,91325.0,0.16666666666666666,2.0,3
704,0.0,35.89778316666666,1.0,-118.421314,0.0,29.0,714.0,0.0,97318.0,0.0,91331.0,0.0,3.0,3
705,0.0,34.422519,1.0,-118.420717,0.0,23.0,150.0,0.0,59259.0,0.0,91351.0,0.0,,3
706,0.0,34.130992,0.0,-118.894673,0.0,55.0,1059.0,0.0,18735.0,0.0,91361.0,0.0,2.0,3
707,0.0,34.178470000000004,0.0,-118.45947199999999,1.0,45.333333333333336,449.3333333333333,0.0,24102.5,0.0,95024.66666666667,0.0,2.0,3
708,0.0,34.146957,0.0,-118.432138,1.0,61.0,911.0,0.0,29387.0,0.0,91423.0,0.0,,3
709,0.0,34.207295,0.0,-118.40002199999999,0.0,30.0,672.0,1.0,57146.0,0.0,91605.0,0.0,2.0,3
710,0.0,34.074492,1.0,-118.01462,1.0,40.666666666666664,288.0,0.0,62660.0,0.16666666666666666,91732.0,0.0,3.0,3
711,0.0,34.050321999999994,0.0,-118.14703700000001,0.6666666666666666,54.0,627.0,0.3333333333333333,33280.0,0.0,91754.0,0.0,,3
712,0.0,34.035602000000004,0.3333333333333333,-117.591528,1.0,50.0,698.0,0.0,56280.0,0.0,91761.0,0.0,1.0,3
713,0.0,34.067932,1.0,-117.785168,0.5,27.0,774.0,1.0,36057.0,0.0,91768.0,0.0,1.0,3
714,0.3333333333333333,34.065108,0.0,-118.08279099999999,1.0,43.0,829.0,1.0,61623.0,0.0,91770.0,0.0,2.0,3
715,0.0,32.825086,0.0,-117.199424,1.0,40.0,849.0,0.0,51213.0,0.0,92117.0,0.0,,3
716,0.0,32.825086,0.0,-117.199424,0.0,41.0,684.1666666666666,0.0,36354.333333333336,0.0,93187.66666666667,0.0,,1
717,0.0,32.825086,0.0,-117.199424,1.0,55.0,849.0,0.0,51213.0,0.0,92117.0,0.0,3.0,1
718,0.0,32.825086,0.0,-117.199424,1.0,35.0,849.0,0.0,51213.0,0.0,92117.0,0.0,,5
719,0.0,35.389359,0.3333333333333333,-117.199424,0.8333333333333334,36.0,278.0,1.0,20531.166666666668,0.0,93825.5,0.0,,1
720,0.0,32.825086,1.0,-117.199424,0.5,23.0,849.0,1.0,51213.0,0.0,92117.0,0.0,,1
721,0.0,32.825086,0.0,-117.199424,1.0,58.0,849.0,0.0,20363.333333333332,0.0,93170.0,0.0,1.0,1
722,0.0,32.825086,0.0,-117.199424,1.0,30.0,849.0,0.0,51213.0,0.0,92117.0,0.0,2.0,1
723,0.0,32.825086,1.0,-117.199424,0.0,29.0,849.0,0.5,51213.0,0.16666666666666666,92117.0,0.0,1.0,1
724,0.0,32.961064,0.0,-117.13491699999999,1.0,31.0,849.0,1.0,47224.0,0.16666666666666666,92129.0,0.0,1.0,1
725,0.0,32.578103000000006,0.0,-117.012975,0.3333333333333333,55.0,667.3891709948329,0.0,68776.0,0.0,92154.0,0.0,1.0,4
726,0.0,33.695532,1.0,-116.310571,0.0,26.833333333333332,491.0,1.0,23971.0,0.0,92253.0,0.0,1.0,2
727,0.0,35.80631433333333,0.0,-116.569499,1.0,61.0,673.0,1.0,732.0,0.0,92258.0,0.0,2.0,5
728,0.0,32.790282,0.0,-115.689559,0.16666666666666666,40.0,900.0,0.0,1632.0,0.0,92273.0,0.3333333333333333,1.0,5
729,0.0,33.03679,0.0,-115.60503,0.0,43.0,1061.0,0.0,2388.0,0.0,92281.0,0.0,3.0,2
730,0.0,34.424926,0.16666666666666666,-117.184503,1.0,41.0,32.0,1.0,28819.0,0.0,92308.0,0.0,,1
731,0.0,35.28952,0.0,-116.09221399999998,0.0,47.0,55.0,0.0,904.0,0.0,92309.0,0.0,,3
732,0.0,34.049671000000004,0.0,-117.468896,0.6666666666666666,32.0,329.0,1.0,29847.0,0.0,92337.0,0.0,1.0,1
733,0.0,34.702766,0.0,-116.093376,0.0,40.0,562.0,0.0,23.0,0.0,92338.0,0.16666666666666666,3.0,3
734,0.0,34.103578000000006,0.0,-117.04054,1.0,30.0,599.0,0.0,7324.0,0.0,92359.0,0.0,3.0,3
735,0.8333333333333334,34.186211,0.0,-118.76831266666667,0.6666666666666666,39.0,655.1666666666666,1.0,5395.0,0.0,92382.0,0.16666666666666666,1.0,3
736,0.0,34.084909,0.0,-117.25810700000001,0.5,49.0,845.0,1.0,12149.0,0.0,92408.0,0.0,2.0,3
737,0.3333333333333333,33.527605,1.0,-116.666551,0.0,35.666666666666664,31.0,1.0,3745.0,0.0,92539.0,0.16666666666666666,,5
738,0.0,33.707483,0.0,-117.200006,0.0,45.0,962.0,0.0,18161.0,0.0,92586.0,0.0,2.0,3
739,2.0,33.698728,0.0,-117.67768000000001,1.0,63.0,330.0,1.0,10936.0,0.0,92610.0,1.0,1.0,3
740,0.0,33.477923,0.0,-117.70531399999999,1.0,60.0,241.0,0.0,27730.0,0.0,92629.0,0.0,2.0,3
741,0.0,33.606336,0.0,-117.893042,0.0,63.0,660.0,1.0,3124.0,0.0,92662.0,0.0,2.0,3
742,0.0,34.9537,0.0,-117.567346,0.0,42.833333333333336,998.0,0.0,32268.0,0.0,92679.0,0.0,2.0,3
743,0.0,33.766003999999995,0.0,-117.786763,0.0,42.833333333333336,878.0,0.0,44117.0,0.0,92705.0,0.0,,3
744,0.0,33.818000000000005,0.0,-117.974404,1.0,41.0,23.0,0.0,81333.0,0.0,92804.0,0.0,1.0,1
745,0.0,33.764018,0.0,-117.93150700000001,0.0,53.0,355.0,0.5,43491.0,0.0,92843.0,0.0,2.0,3
746,0.0,33.897253000000006,0.0,-117.792202,0.0,30.0,1093.0,0.0,39458.0,0.0,92886.0,0.0,3.0,3
747,0.0,34.360261,0.0,-119.30638300000001,0.0,51.0,1031.0,0.0,32899.0,0.3333333333333333,93001.0,0.0,2.0,3
748,0.0,34.227846,0.0,-119.079903,1.0,60.0,139.0,0.0,42853.0,0.0,93010.0,0.0,2.0,3
749,0.0,34.312945,0.0,-118.85816899999999,0.0,43.0,630.0,0.0,32984.0,0.0,93021.0,0.0,1.0,1
750,0.0,34.184540000000005,1.0,-119.22466599999998,1.0,28.0,710.0,1.0,25322.0,0.0,93035.0,0.0,1.0,5
751,0.0,34.438581,0.0,-119.685368,1.0,42.0,605.0,0.0,16107.333333333334,0.0,93385.33333333333,0.0,1.0,1
752,0.0,35.48231966666667,1.0,-119.631072,1.0,27.0,879.0,1.0,12741.0,0.0,93108.0,0.0,1.0,3
753,0.0,36.508839333333334,0.0,-119.49877099999999,0.0,42.0,15.0,1.0,1054.0,0.0,93201.0,0.0,2.0,3
754,0.0,35.772244,1.0,-119.20968899999998,0.0,24.0,250.0,1.0,37280.0,0.0,93215.0,0.0,,3
755,0.0,35.184837,0.0,-119.402525,1.0,35.0,973.0,1.0,14937.0,0.0,93268.0,0.0,1.0,1
756,1.0,35.279984000000006,0.0,-120.824288,0.0,49.0,555.0,0.0,14859.0,0.0,93402.0,1.0,,1
757,0.0,34.631362,0.16666666666666666,-120.23821799999999,0.0,39.333333333333336,118.0,0.16666666666666666,4644.0,0.0,93427.0,0.0,2.0,5
758,0.0,33.507255,0.0,-117.029473,0.0,62.0,982.0,0.0,46171.0,0.0,92592.0,0.0,2.0,1
759,0.0,34.445239,0.0,-117.89486799999999,0.0,38.0,736.0,0.0,1613.0,0.0,93553.0,0.0,1.0,1
760,0.0,34.903052,0.0,-118.41125100000001,0.6666666666666666,54.0,828.0,0.0,14931.0,0.0,93560.0,0.0,1.0,1
761,0.0,35.073777,0.0,-118.65211200000002,1.0,30.0,980.0,0.0,25805.0,0.0,93561.0,0.0,1.0,1
762,0.0,36.523619000000004,0.0,-119.38686799999999,0.0,55.0,259.0,0.0,8015.333333333333,0.0,93715.33333333333,0.0,1.0,1
763,0.0,37.05193883333333,0.0,-120.11991100000002,1.0,58.0,326.0,0.3333333333333333,1852.0,0.0,93624.0,0.0,1.0,2
764,0.0,37.244307,0.0,-119.470256,0.0,32.0,669.0,0.16666666666666666,3376.0,0.0,93643.0,0.0,3.0,2
765,0.0,36.600184999999996,1.0,-119.679513,0.16666666666666666,28.333333333333332,520.0,1.0,9780.0,0.0,93647.0,0.0,,4
766,0.0,36.456091,0.0,-119.486225,0.5,44.0,1001.0,0.0,646.0,0.0,93673.0,0.0,1.0,1
767,0.0,36.722898,0.0,-121.633648,1.0,55.0,838.0,0.0,53946.0,0.0,93906.0,0.0,1.0,5
768,0.0,37.57028,0.0,-122.365778,0.0,46.0,373.62527526183345,0.0,40346.0,0.0,94010.0,0.0,2.0,3
769,0.0,37.454924,0.0,-122.20316799999999,1.0,62.0,45.0,0.0,6876.0,0.0,94027.0,0.0,3.0,4
770,0.0,37.750021000000004,0.0,-122.415201,1.0,36.0,852.0,0.0,3536.0,0.0,92978.83333333333,0.0,1.0,2
771,0.0,37.770533,0.0,-122.445121,1.0,42.666666666666664,696.8333333333334,1.0,38756.0,0.0,94117.0,0.0,3.0,3
772,0.0,37.815459000000004,0.0,-121.977203,1.0,42.666666666666664,242.0,1.0,8078.0,0.0,93790.66666666667,0.0,,2
773,0.0,38.287136,1.0,-122.02711000000001,0.0,25.5,312.0,0.5,77683.0,0.0,94533.0,0.0,3.0,4
774,0.0,38.60399183333333,0.0,-121.61319216666666,0.3333333333333333,41.0,1002.0,0.6666666666666666,9978.0,0.0,94535.0,0.0,1.0,4
775,0.0,37.713926,0.0,-121.928425,1.0,62.0,270.0,0.0,29636.0,0.0,94568.0,0.0,1.0,5
776,0.0,38.581354,0.0,-122.296283,0.0,51.0,589.5955608715453,0.0,9423.0,0.0,94574.0,0.0,,4
777,0.6666666666666666,38.554383,0.0,-122.474773,1.0,59.0,248.0,0.0,223.0,0.0,94576.0,0.3333333333333333,2.0,2
778,0.0,38.161321,1.0,-122.271588,0.5,26.0,1023.0,1.0,42209.0,0.0,94589.0,0.0,,3
779,0.0,37.858897999999996,1.0,-122.24051200000001,1.0,24.0,74.0,1.0,12448.0,0.16666666666666666,94705.0,0.0,,2
780,0.0,37.878554,0.0,-122.26608999999999,0.0,61.0,74.0,0.0,10147.0,0.0,94709.0,0.0,,3
781,0.0,37.4246115,1.0,-122.83481499999999,1.0,19.0,582.0,1.0,22092.833333333332,0.0,94745.33333333333,0.0,1.0,1
782,0.0,37.901371000000005,1.0,-122.572024,1.0,30.5,608.0,0.0,28727.0,0.0,94941.0,0.0,3.0,3
783,0.0,38.067204,0.0,-122.524004,0.0,37.0,677.0,1.0,3458.1666666666665,0.0,93396.33333333333,0.0,3.0,5
784,0.0,37.848641,0.0,-122.51569199999999,1.0,47.666666666666664,893.0,0.0,11213.0,0.0,94965.0,0.0,2.0,3
785,0.0,36.878364000000005,0.0,-121.62978100000001,0.5,44.0,40.0,0.0,3373.0,0.0,95004.0,0.0,3.0,3
786,0.0,37.222842,0.0,-121.988727,0.0,58.0,552.0,0.0,13290.0,0.0,95030.0,0.0,2.0,3
787,3.0,37.393553999999995,0.16666666666666666,-121.96511399999999,1.0,41.0,617.8333333333334,1.0,22026.5,0.0,94127.83333333333,1.0,1.0,3
788,0.0,36.993451,0.0,-122.098858,0.0,45.0,567.3333333333334,0.0,14715.5,0.0,94577.5,0.0,2.0,3
789,0.0,37.031403999999995,0.3333333333333333,-121.98186499999998,0.0,19.0,882.0,0.0,8365.0,0.0,95065.0,0.0,1.0,4
790,0.0,37.304681,0.0,-121.809955,1.0,42.0,858.0,1.0,37127.0,0.0,95121.0,0.0,3.0,5
791,0.0,38.208335999999996,0.0,-120.33993799999999,1.0,53.0,51.0,1.0,9493.333333333334,0.0,94561.0,0.0,2.0,1
792,0.0,38.123544,0.0,-121.15907800000001,1.0,33.0,538.0,0.5,45755.0,0.0,95240.0,0.0,2.0,1
793,0.0,38.264262,0.0,-120.515133,1.0,50.333333333333336,643.0,1.0,1692.0,0.0,95246.0,0.16666666666666666,1.0,5
794,0.0,37.422961,1.0,-120.76549299999999,0.0,24.0,251.0,0.0,10159.0,0.0,95315.0,0.0,,4
795,0.0,37.343846,0.0,-121.039391,0.0,42.833333333333336,588.7274682944523,0.0,8504.0,0.0,95360.0,0.0,,4
796,0.0,37.521708000000004,0.0,-120.42684299999999,0.0,63.0,923.0,1.0,1158.0,0.0,95369.0,0.0,,2
797,0.0,38.460516999999996,0.0,-122.79033500000001,0.0,39.0,888.0,0.0,36125.0,0.0,95401.0,0.0,3.0,5
798,0.0,38.526941,0.0,-118.85404666666666,1.0,46.0,888.0,0.0,35057.0,0.0,95404.0,0.0,3.0,2
799,0.0,38.439696000000005,0.0,-122.66881699999999,0.0,51.0,714.8333333333334,0.0,22250.0,0.0,95405.0,0.0,,2
800,0.0,37.57601733333333,0.0,-122.598542,1.0,52.0,196.0,0.0,3684.0,0.0,95423.0,0.0,1.0,2
801,0.0,39.83307,0.3333333333333333,-123.17876499999998,1.0,51.0,227.0,1.0,2296.0,0.0,95428.0,0.16666666666666666,1.0,3
802,0.0,40.796621,0.0,-124.15428,0.0,35.0,308.0,0.0,3466.8333333333335,0.3333333333333333,93899.5,0.0,,1
803,0.0,40.737431,0.0,-124.108897,1.0,60.0,308.0,0.0,23570.0,0.0,95503.0,0.0,,1
804,0.0,41.950683000000005,0.0,-124.097094,1.0,42.0,922.0,0.0,2020.0,0.0,95567.0,0.0,1.0,3
805,0.0,38.63153,0.0,-120.84260900000001,0.8333333333333334,45.0,286.0,0.0,4097.0,0.0,95623.0,0.0,,2
806,1.0,38.734997,0.0,-121.463719,0.0,44.666666666666664,298.0,1.0,6197.0,0.0,95626.0,1.0,2.0,2
807,0.0,38.921333000000004,0.0,-118.5647455,1.0,30.0,385.0,0.6666666666666666,1140.0,0.0,95635.0,0.16666666666666666,2.0,2
808,0.0,36.638060333333335,0.0,-122.196202,1.0,59.0,396.0,0.0,228.0,0.0,95637.0,0.0,,5
809,0.0,38.154823,0.0,-121.601358,0.3333333333333333,31.0,449.0,0.0,2010.0,0.0,95641.0,0.0,2.0,4
810,0.0,38.602723,0.0,-121.279913,0.5,46.5,792.0,0.0,49729.0,0.0,95670.0,0.0,,4
811,0.0,38.157794,0.0,-121.520223,1.0,53.0,989.0,0.5,1472.0,0.0,95686.0,0.0,3.0,2
812,0.0,37.154850333333336,0.0,-120.67551200000001,0.0,51.0,141.0,0.16666666666666666,4829.0,0.0,95709.0,0.0,3.0,5
813,0.0,36.99074316666667,0.0,-120.45341599999999,0.0,48.0,773.0,0.0,8577.0,0.0,95726.0,0.0,1.0,4
814,0.0,39.461768,0.0,-121.195825,0.5,46.5,181.0,0.0,262.0,0.0,95925.0,0.0,,1
815,0.0,39.273096,0.0,-122.05076299999999,1.0,40.0,210.0,0.0,8747.166666666666,0.0,93966.16666666667,0.0,3.0,4
816,0.0,39.099204,0.0,-121.13796200000002,1.0,57.0,378.0,0.0,17922.0,0.16666666666666666,95949.0,0.0,,1
817,0.0,39.033058000000004,0.0,-121.89571799999999,1.0,53.0,388.0,1.0,531.0,0.0,95950.0,0.0,1.0,1
818,0.0,39.493990999999994,0.0,-122.286363,0.0,42.833333333333336,1072.0,0.0,8812.0,0.0,95988.0,0.0,3.0,1
819,0.0,41.816595,0.0,-122.94828700000001,0.0,42.833333333333336,476.0,0.0,3764.1666666666665,0.0,93809.66666666667,0.0,,4
820,0.0,33.362575,0.3333333333333333,-117.299644,0.5,33.0,314.0,0.0,42239.0,0.0,92028.0,0.0,1.0,1
821,0.0,40.759401000000004,0.0,-122.93933700000001,0.5,46.0,1048.0,0.0,3749.0,0.0,96093.0,0.0,1.0,4
822,0.0,41.932207,0.0,-120.13594099999999,1.0,37.0,338.0,0.0,231.0,0.0,96112.0,0.0,2.0,3
823,0.0,39.559709000000005,1.0,-120.34563899999999,1.0,29.0,917.0,1.0,227.0,0.0,96126.0,0.0,,5
824,0.0,38.911577,0.16666666666666666,-120.106169,1.0,53.0,938.0,0.0,33038.0,0.0,96150.0,0.0,3.0,2
825,0.0,33.124591333333335,0.0,-117.202542,0.0,31.0,849.0,0.0,18150.333333333332,0.0,92798.83333333333,0.0,2.0,1
826,0.0,34.028331,0.0,-118.35433799999998,1.0,46.0,550.0,0.0,46984.0,0.3333333333333333,90016.0,0.0,3.0,2
827,0.0,34.052842,0.0,-118.264495,0.0,42.833333333333336,550.0,0.0,20692.0,0.0,90017.0,0.0,1.0,3
828,0.0,34.017697,1.0,-118.200577,0.8333333333333334,19.0,550.0,0.0,47487.0,0.0,90023.0,0.0,1.0,2
829,0.0,34.002642,0.0,-118.287596,0.0,36.0,550.0,0.0,56709.0,0.0,90037.0,0.0,1.0,2
830,0.0,33.988543,1.0,-118.33408100000001,1.0,28.0,550.0,0.0,5187.833333333333,0.0,93736.16666666667,0.0,1.0,3
831,0.0,34.072945000000004,0.0,-118.37267,0.0,43.0,550.0,1.0,21739.0,0.3333333333333333,90048.0,0.0,3.0,2
832,3.0,34.044271,0.5,-118.38271366666666,0.0,36.666666666666664,550.0,0.0,55668.0,0.0,90063.0,1.0,1.0,2
833,0.0,34.002028,0.0,-118.430656,1.0,42.0,550.0,0.0,55204.0,0.0,90066.0,0.0,2.0,3
834,0.0,34.052917,0.0,-118.255178,0.0,57.0,550.0,1.0,21.0,0.0,90071.0,0.0,1.0,2
835,0.3333333333333333,33.865320000000004,0.0,-118.396336,1.0,33.0,416.0,0.5,3334.6666666666665,0.0,93368.83333333333,0.0,,2
836,0.0,33.97803,1.0,-118.217141,0.0,25.0,434.0,0.5,78114.0,0.0,90255.0,0.0,,2
837,0.0,33.88856,0.0,-118.35181299999999,1.0,39.0,515.0,0.0,33300.0,0.16666666666666666,90260.0,0.0,1.0,3
838,0.0,33.975332,0.0,-118.35525200000001,0.0,30.0,445.0,0.0,30779.0,0.0,90302.0,0.0,1.0,2
839,0.0,34.031529,0.0,-118.491156,0.0,42.0,886.0,0.0,23559.0,0.0,90403.0,0.0,,5
840,0.0,34.005439,1.0,-118.477507,1.0,23.0,679.1408960170018,0.0,26099.0,0.0,90405.0,0.0,2.0,5
841,0.0,33.807882,0.3333333333333333,-118.34795700000001,0.0,37.833333333333336,997.0,1.0,34873.0,0.0,90505.0,0.0,,2
842,0.0,33.850504,0.16666666666666666,-118.039892,0.5,55.0,489.0,0.0,15505.0,0.0,90623.0,0.0,3.0,3
843,0.0,33.840524,0.0,-118.8035235,1.0,53.0,508.0,0.8333333333333334,30173.0,0.0,90712.0,0.0,1.0,4
844,0.0,33.830099,0.0,-118.182239,0.0,58.0,545.0,0.6666666666666666,31556.0,0.0,90807.0,0.3333333333333333,2.0,2
845,0.0,33.771612,1.0,-118.75309416666667,1.0,23.0,545.0,0.5,19034.0,0.0,90814.0,0.0,1.0,3
846,0.0,34.110444,0.0,-118.156957,1.0,46.666666666666664,939.0,0.16666666666666666,16262.166666666666,0.0,93491.66666666667,0.0,,5
847,1.0,34.195386,0.0,-118.582646,1.0,47.0,504.3333333333333,1.0,22594.0,0.0,90816.33333333333,1.0,1.0,2
848,0.0,34.294142,0.0,-118.60388300000001,1.0,63.0,182.0,0.6666666666666666,35325.0,0.0,91311.0,0.0,1.0,2
849,0.0,34.150354,0.0,-118.51829199999999,0.3333333333333333,54.0,302.0,0.5,27614.0,0.0,91316.0,0.0,3.0,2
850,0.0,34.43987,1.0,-118.644609,1.0,23.0,1021.0,0.0,24977.0,0.0,91355.0,0.0,3.0,4
851,0.0,34.157137,0.0,-118.548511,1.0,38.0,977.0,1.0,27424.0,0.0,91356.0,0.0,2.0,4
852,0.16666666666666666,33.362575,0.0,-117.299644,1.0,54.666666666666664,314.0,1.0,42239.0,0.16666666666666666,92028.0,0.0,1.0,1
853,0.0,34.83062683333333,0.0,-118.326843,1.0,59.0,550.0,0.0,30568.0,0.0,90028.0,0.0,2.0,5
854,0.0,34.14649,0.0,-117.84981499999999,1.0,34.0,454.3333333333333,0.0,24973.0,0.0,91741.0,0.0,3.0,5
855,0.0,33.976753,0.0,-117.89736699999999,1.0,61.0,833.0,0.0,46342.0,0.0,91748.0,0.0,2.0,1
856,2.0,34.102119,0.0,-117.815532,0.0,50.0,850.0,0.0,33878.0,0.0,91773.0,0.3333333333333333,1.0,1
857,0.0,32.671170000000004,0.0,-117.00232,0.3333333333333333,30.0,99.0,0.0,17389.0,0.0,91902.0,0.0,1.0,1
858,3.0,33.098017999999996,0.0,-117.25820300000001,0.0,53.0,402.01603502020964,1.0,43161.0,0.0,92009.0,0.3333333333333333,3.0,2
859,0.0,33.254497,0.0,-117.28587900000001,1.0,37.0,690.0,0.0,46893.0,0.0,92057.0,0.0,1.0,3
860,0.0,32.898613,0.0,-117.202937,0.0,46.166666666666664,849.0,0.0,4258.0,0.0,92121.0,0.0,1.0,1
