,Under 30,Gender,Senior Citizen,Dependents,Number of Dependents,Married,Count,Customer ID,Age,Satisfaction Score,Churn Category
901,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1334-PDUKM,1.6007189246100848,1.0,1
902,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1628-BIZYP,63.0,,2
903,0.0,0.0,0.0,0.0,0.30155371820219196,0.0,1.0,9661-ACXBS,39.0,3.0,5
904,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4671-VJLCL,46.0,3.0,2
905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9489-JMTTN,51.0,,2
906,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1229-RCALF,52.0,1.0,2
907,0.09329396085264118,1.0,0.2454238716392337,0.1953457424936505,0.0,1.0,1.0,8313-AFGBW,51.0,1.0,3
908,0.0,0.0,0.002454252424083845,0.0,0.0,1.0,1.0,3933-DQPWX,1.1358286605817352,,4
909,0.0,0.0,0.1699305243352787,0.1262109646663323,0.0,0.0,1.0,7394-LWLYN,35.0,,1
910,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9752-ZNQUT,60.0,,1
911,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7579-OOPEC,51.0,2.0,5
912,0.0,1.0,0.0,0.0,0.0,0.0,0.7716249911657553,7890-VYYWG,42.0,1.0,3
913,0.0,0.41980426513591085,0.0,0.0,0.0,0.0,0.825249686162265,5797-APWZC,45.0,,2
914,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5158-RIVOP,1.5576976187317426,2.0,2
915,0.0,1.0,0.0,0.11647705784561985,0.0,0.2668427424807554,1.0,3565-UNOCC,30.0,2.0,2
916,0.0,1.0,0.0,0.0,0.45836573130107083,0.0,1.0,0611-DFXKO,59.0,,5
917,0.0,0.2906678439105802,0.0,0.11421511198881018,0.0,0.0,1.0,8651-ENBZX,31.0,2.0,4
918,0.0,0.0094809759870341,0.0,0.0,0.0,0.0,1.0,9867-XOBQA,0.7773760967038883,,4
919,0.0,1.0,0.0,0.19716435263667684,0.0,0.46501551385008805,1.0,2284-VFLKH,53.0,3.0,2
920,0.0,0.0,0.0,0.0,0.0,0.4424249623820926,0.9364345544452511,3190-ITQXP,51.0,3.0,5
921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7101-HRBLJ,48.0,1.0,4
922,0.0036153312315975418,0.0,0.0,0.0,0.02492136738855931,0.0,1.0,0754-EEBDC,0.7811217273614556,2.0,4
923,0.0,0.0094809759870341,0.0,0.0,0.0,0.0,1.0,9167-APMXZ,0.7773760967038883,,1
924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5172-MIGPM,40.0,3.0,4
925,0.1005578578122438,1.0,0.2766569893620991,0.20592847225950667,0.0,0.0,1.0,9050-QLROH,57.0,,1
926,0.0,1.0,0.0,0.0,0.0,1.0,0.9781819785499791,7318-EIVKO,53.0,1.0,1
927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2656-FMOKZ,0.7742207778122016,3.0,1
928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3055-OYMSE,49.0,3.0,1
929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7614-QVWQL,0.7742207778122016,,4
930,0.006883656237620722,0.0,0.0,0.0,0.0,1.0,1.0,1658-XUHBX,1.1360239553828857,1.0,2
931,0.05837874829163004,0.3088322783744145,0.0,0.0,0.0,0.0,1.0,7608-RGIRO,33.0,1.0,1
932,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9795-VOWON,25.0,2.0,2
933,0.0,0.4294904269621601,0.0,0.0,0.0,0.0,1.0,7549-MYGPK,46.0,1.0,4
934,0.0,1.0,0.14988324527938274,0.0,0.0,0.0,1.0,0750-EBAIU,31.0,1.0,2
935,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5160-UXJED,37.0,2.0,3
936,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3748-FVMZZ,29.0,,5
937,0.09316654745357152,1.0,0.0,0.0,0.0,0.0,1.0,7644-OMVMY,53.0,3.0,2
938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0959-WHOKV,31.0,2.0,1
939,0.0,1.0,0.22337654278333485,0.0,0.0,0.0,1.0,7590-VHVEG,46.0,3.0,2
940,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8910-LEDAG,0.7742207778122016,1.0,3
941,1.0,0.18001067402255522,0.0,0.0,0.0,0.0,1.0,7310-EGVHZ,19.0,1.0,2
942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1734-ZMNTZ,36.0,1.0,2
943,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0506-LVNGN,28.0,1.0,3
944,0.0,0.0,0.20758688808360895,0.0,0.0,1.0,1.0,9227-LUNBG,43.0,3.0,2
945,0.0,1.0,0.0,0.0,0.3497854034772278,0.0,1.0,2911-UREFD,44.0,,5
946,0.040134654546071416,0.0,0.0,1.0,3.0,0.0,1.0,1764-VUUMT,1.7572845066772087,1.0,2
947,0.0,1.0,0.0,0.0,0.3353080264340487,0.0,1.0,2501-XWWTZ,42.0,2.0,3
948,0.0,0.0,0.27612084433561346,0.0,0.0,1.0,1.0488241284598332,4747-LCAQL,57.0,1.0,2
949,0.0,1.0,0.0,0.0,0.27846460300935344,0.2985422283733012,1.0,5229-DTFYB,33.0,,2
950,1.0,0.0,0.0,0.0,0.0,0.22256855345391466,1.0,0278-YXOOG,25.0,,2
951,0.0,1.0,0.18696598728886127,0.0,0.3122017974328543,0.0,1.0,5644-PDMZC,39.0,1.0,3
952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8999-EXMNO,30.0,1.0,2
953,0.0,0.0,0.0,0.0,0.0,0.0,0.7693363072479492,2164-SOQXL,42.0,,5
954,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7881-EVUAD,23.0,2.0,5
955,0.006883656237620722,0.0,0.0,0.0,0.0,1.0,1.0,1676-MQAOA,1.1360239553828857,,2
956,0.0959562254617436,0.5132166206092742,0.0,0.0,0.0,0.0,1.008834698039541,4877-TSOFF,55.0,3.0,3
957,0.0,1.0,0.0,0.0,0.4281189614304279,0.4739919461050609,1.0,3865-QBWSJ,53.0,1.0,4
958,0.0,0.0,0.0,0.210383752616519,0.0,0.5048898766052086,1.0,0023-HGHWL,58.0,2.0,2
959,1.0,1.0,0.0,0.0,0.0,0.2085693221537842,1.0,4146-SVFUD,23.0,1.0,3
960,0.0,1.0,0.0,0.0,0.04036897974126265,0.019410223890801177,1.0,3334-CTHOL,1.1847035121558318,,5
961,0.0,1.0,0.21703035949505897,1.0,1.0,1.0,1.0,5384-ZTTWP,47.0,1.0,2
962,0.0,1.0,0.0,0.0,0.0,0.5497008183285038,1.1590768661060635,7878-RTCZG,63.0,1.0,2
963,0.0,0.5061136974946713,0.0,0.19853822675632224,0.0,0.472047966275946,1.0,2439-QKJUL,54.0,3.0,2
964,1.0,1.0,0.0,0.0,0.0,0.0,0.42563364236882656,7854-FOKSF,23.0,3.0,4
965,0.0,1.0,0.1823111111127593,0.0,0.0,1.0,1.0,2400-XIWIO,38.0,2.0,4
966,0.0,1.0,0.003215754318135142,0.0,0.07024788728102854,1.0,1.0,5186-PEIZU,1.5483412136410202,1.0,1
967,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6922-NCEDI,59.0,2.0,5
968,0.0,1.0,0.0,0.0,0.0,0.0,0.8265775845406089,7356-AYNJP,45.0,3.0,3
969,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6655-LHBYW,34.0,3.0,5
970,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4912-PIGUY,61.0,2.0,1
971,0.0,0.0,0.0,0.24831141941275922,2.0,0.0,1.0,0902-RFHOF,50.0,1.0,1
972,0.0,0.2808966850125568,0.0,0.0,0.0,0.0,1.0,2851-STERV,30.0,1.0,1
973,0.0,0.0,0.0,0.3036357995160937,3.0,1.0,1.0,0531-ZZJWQ,53.0,3.0,2
974,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5701-ZIKJE,37.0,1.0,3
975,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3831-YCPUO,50.0,,2
976,0.0,0.0,0.002558735100368478,0.0,0.0,0.0,1.0,8212-DJRCH,0.7745897971152252,1.0,1
977,0.0,1.0,0.0,0.2401126000270845,0.0,1.0,1.0,0871-OPBXW,64.0,1.0,1
978,0.0,1.0,0.0,0.0,0.0,0.5410258190661099,1.140715404254196,2430-USGXP,62.0,1.0,1
979,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0426-TIRNE,56.0,2.0,1
980,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3950-VPYJB,37.0,3.0,1
981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0674-GCDXG,48.0,1.0,4
982,0.0,0.0,0.0,0.0,0.41013404602603504,0.0,1.0,1561-BWHIN,54.0,2.0,1
983,0.0,0.38883265264267963,0.1850779911884692,1.0,1.0,0.0,1.0,2143-LJULT,40.0,1.0,2
984,0.0,1.0,0.0,0.16175469072146237,0.0,0.0,1.0,0268-QKIWO,44.0,,4
985,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2330-PQGDQ,35.0,1.0,4
986,1.0,0.27646900724189105,0.0,0.0,0.25123084568072646,0.26417613551135377,1.0,2194-IIQOF,29.0,2.0,5
987,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4808-YNLEU,34.0,2.0,1
988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6972-SNKKW,33.0,1.0,1
989,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1335-HQMKX,51.0,3.0,1
990,1.0,0.0,0.0,0.0,0.0,0.0,0.5332501452007277,5552-ZNFSJ,29.0,,2
991,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1240-HCBOH,27.0,1.0,4
992,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3043-TYBNO,1.1676321898013966,1.0,1
993,0.0,0.0,0.0,0.0,0.0,1.0,0.7194478588828569,2120-SMPEX,39.0,,2
994,1.0,0.0,0.10067568751684036,0.0825255601251069,0.0,0.0,1.0,9108-EJFJP,21.0,1.0,2
995,0.0,1.0,0.0,0.0,0.0,0.49740234739464056,1.0,8720-RQSBJ,57.0,3.0,2
996,0.0,0.0,0.0,0.0,0.26422363059515275,1.0,1.0,4012-ZTHBR,30.0,1.0,3
997,0.06663531447100851,1.0,0.0,0.0,0.2862237817775397,0.0,0.6668872621621531,4282-YMKNA,36.0,,3
998,0.0,1.0,0.19887877694868408,0.0,0.0,0.0,1.0,8963-JLGJT,41.0,1.0,3
999,0.0918946320371886,0.0,0.0,0.0,0.0,0.0,1.0,6142-VSJQO,53.0,,3
1000,0.0,0.39594075097807646,0.0,0.0,0.3280361473569643,0.0,1.0,6598-RFFVI,42.0,1.0,1
1001,0.0,1.0,0.0,0.0,0.49455917390901855,0.0,1.0,6248-TKCQV,64.0,1.0,1
1002,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4404-HIBDJ,41.0,,1
1003,0.006913168731786976,0.016006806490513965,0.0,0.0,0.0,1.0,1.0,6861-XWTWQ,1.1414833824846125,1.0,3
1004,0.07104261677983788,0.0,0.0,0.0,0.0,0.0,0.7511638225246874,0327-WFZSY,41.0,,1
1005,0.0,0.0,0.0,0.0,0.35946322637490824,0.0,1.0,4195-SMMNX,47.0,2.0,1
1006,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4193-IBKSW,1.1676321898013966,1.0,4
1007,0.0,0.0,0.0,0.2830987972571586,3.0,1.0,1.0,6873-UDNLD,47.0,1.0,4
1008,1.0,0.0,0.0,0.013805054178558339,0.0,0.0,1.0,4993-JCRGJ,0.8478692043005351,1.0,5
1009,0.0,0.0,0.0,0.0,0.0,1.0,1.1773861370066356,5197-PYEPU,64.0,2.0,1
1010,0.03282445648815493,0.0,0.0,1.0,2.0,1.0,1.0,9134-WYRVP,1.8390526072257016,1.0,1
1011,0.0,0.0,0.0,0.0,0.2653602755942442,0.0,1.0,7660-HDPJV,34.0,3.0,1
1012,0.09182086463026173,1.0,0.0,1.0,1.0,1.0,1.0,9710-NJERN,42.0,1.0,1
1013,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8659-IOOPU,49.0,1.0,5
1014,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0420-TXVSG,25.0,1.0,1
1015,0.10965685819849398,1.0,0.0,0.0,0.0,1.0,1.0,4692-NNQRU,61.0,2.0,1
1016,0.03465493501455506,0.0,0.0,0.0,0.0,0.0,0.366421376841311,3870-SPZSI,20.0,1.0,1
1017,0.0,1.0,0.0,0.0,0.0,0.0,0.6983548666659507,0409-WTMPL,38.0,1.0,1
1018,1.0,1.0,0.0,0.09392659899884878,0.0,0.0,1.0,0104-PPXDV,23.0,1.0,2
1019,0.0,0.0,0.0,0.0,0.0,0.262532550298878,1.0,0730-BGQGF,30.0,3.0,2
1020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8402-OOOHJ,48.0,2.0,4
1021,0.0,0.45121052915300613,0.0,0.0,0.0,1.0,1.0,1699-HPSBG,48.0,2.0,4
1022,0.0,1.0,0.0,0.1655910633706111,0.0,0.3874696467925232,1.0,9237-HQITU,44.0,,2
1023,0.0,0.0094809759870341,0.0,0.0,0.0,0.0,1.0,7777-UNYHB,0.7773760967038883,1.0,2
1024,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4378-MYPGO,21.0,1.0,1
1025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4537-DKTAL,41.0,1.0,1
1026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2144-BFDSO,51.0,2.0,1
1027,0.0,0.392182944533009,0.20425122280550007,0.0,0.0,0.0,1.0,2294-DMMUS,42.0,3.0,1
1028,0.0,1.0,0.1872106642796895,0.0,0.0,1.0,1.0,2332-EFBJY,39.0,3.0,1
1029,0.05120420767804733,0.0,0.0,0.0,0.0,0.0,1.0,1360-XFJMR,29.0,3.0,1
1030,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5590-ZSKRV,52.0,1.0,4
1031,0.0,1.0,0.0,0.2130971963688005,0.0,0.0,1.0,2108-XWMPY,59.0,1.0,2
1032,0.0053461765183646275,1.0,0.0,0.0,0.0,0.018304652242046065,1.0,5240-CAOYT,1.1738755309715108,3.0,2
1033,0.0,0.0,0.0,0.0,0.02487844055744712,0.0,1.0,3099-OONVS,0.7808704926790653,3.0,3
1034,1.0,1.0,0.08923187257982457,0.0,0.0,1.0,0.3573180170565405,6549-BTYPG,19.0,3.0,2
1035,0.0,0.0,0.0,0.0,0.0,0.5028198880604299,1.0,6986-IXNDM,58.0,1.0,2
1036,0.09940329316056204,0.41956835363667844,0.0,1.0,2.0,0.427028133859764,0.8146137302851868,1264-BYWMS,42.0,1.0,3
1037,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1269-FOYWN,28.0,1.0,5
1038,0.0,0.336619338243658,0.0,0.0,0.0,0.0,1.0,0679-TDGAK,36.0,2.0,3
1039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9411-TPQQV,44.0,2.0,5
1040,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2096-XOTMO,1.1676321898013966,2.0,5
1041,0.0,0.0,0.0,0.0,0.45966822067807017,1.0,1.0,0831-JNISG,57.0,1.0,5
1042,0.10419363835245979,1.0,0.0,0.21351931666117807,0.0,0.0,1.0,7196-LIWRH,59.0,1.0,1
1043,1.0,0.0,0.0,0.09990553883128653,0.0,0.0,1.0,3452-FLHYD,26.0,1.0,1
1044,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8357-EQXFO,25.0,1.0,1
1045,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6585-WCEWR,28.0,,1
1046,1.0,1.0,0.0,0.0,0.0,0.021854803040885468,1.0,7673-LPRNY,1.2465117739231917,1.0,4
1047,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6345-ULYRW,47.0,1.0,2
1048,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6652-YFFJO,31.0,,2
1049,0.0,1.0,0.0,0.0,0.0,1.0,0.6301488871759069,0488-GSLFR,34.0,3.0,4
1050,0.0,1.0,0.0,0.0,0.3135919608692801,0.0,1.0,0330-IVZHA,39.0,2.0,4
1051,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7881-INRLC,29.0,2.0,2
1052,0.0,1.0,0.1676124516119689,0.0,0.0,1.0,1.0,9725-SCPZG,35.0,,2
1053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9090-SGQXL,39.0,3.0,2
1054,1.0,1.0,0.0,0.0,0.0,0.22573270342246654,1.0,1307-TVUFB,25.0,2.0,5
1055,0.0819200666368373,0.0,0.0,0.0,0.3459186520540857,0.0,1.0,5656-JAMLX,45.0,1.0,5
1056,0.0,1.0,0.0,0.0,0.0,0.0,0.8082600534156573,0129-QMPDR,44.0,1.0,2
1057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0722-SVSFK,22.0,,3
1058,0.10831560083792223,0.0,0.0,0.2204575155128324,0.0,0.0,1.1374057888523845,9441-QHEVC,62.0,1.0,1
1059,0.0,0.0,0.0,0.20538480136194812,0.0,0.0,1.0,2874-YXVVA,58.0,3.0,1
1060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4742-DRORA,34.0,1.0,1
1061,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9895-VFOXH,40.0,,1
1062,0.0,0.0,0.0,0.20227383973982682,0.0,0.0,1.0454734532550367,8375-KVTHK,57.0,1.0,1
1063,0.0,0.0,0.0,0.14035096087531976,0.0,0.0,1.0,5136-KCKGI,39.0,,2
1064,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9732-OUYRN,30.0,3.0,2
1065,0.0,0.0,0.0,0.0,0.0,0.5543100318664768,1.0,2235-DWLJU,64.0,1.0,1
1066,0.11181632528484463,1.0,0.0,0.0,0.0,0.0,1.0,7442-YGZFK,64.0,2.0,4
1067,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7530-HDYDS,49.0,1.0,4
1068,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8514-VZHEB,1.6007189246100848,1.0,1
1069,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6878-GGDWG,25.0,1.0,1
1070,0.10164371919505927,1.0,0.0,0.0,0.0,0.0,1.0,4530-NDRKU,58.0,2.0,5
1071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6773-LQTVT,30.0,2.0,3
1072,0.0,0.4891932159020351,0.0,0.1968474311672483,0.0,1.0,1.0,0774-RMNUW,52.0,1.0,1
1073,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4501-VCPFK,26.0,2.0,1
1074,0.0,1.0,0.0,0.026280904155789552,0.0,1.0,1.0,3488-PGMQJ,1.5325870060004645,2.0,1
1075,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5404-GGUKR,33.0,1.0,1
1076,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0928-JMXNP,44.0,1.0,1
1077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5468-BPMMO,33.0,2.0,1
1078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0302-JOIVN,32.0,2.0,1
1079,0.0,0.0,0.26003354009574925,1.0,2.0,1.0,1.0,6741-QRLUP,57.0,3.0,2
1080,1.0,0.0,0.0,0.09237398540066565,0.18962074754348898,0.0,0.42730578522380325,3113-IWHLC,23.0,,2
1081,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7249-WBIYX,58.0,,2
1082,0.0,0.0,0.0,0.0,0.2653602755942442,0.0,1.0,6502-KUGLL,34.0,2.0,2
1083,0.0,0.4664491834843453,0.0,0.0,0.0,0.0,0.9169440957358497,3744-ZRRDZ,50.0,3.0,3
1084,0.0,1.0,0.0,0.19903859550921393,0.0,1.0,1.0,1125-SNVCK,52.0,2.0,3
1085,0.0,1.0,0.0,0.17260734987418125,0.0,0.4047020616942042,1.0,0840-DCNZE,46.0,,3
1086,0.09831040086583293,1.0,0.0,0.0,0.0,0.0,1.0282711459354075,2460-FPSYH,56.0,,5
1087,0.0,1.0,0.0,0.0,0.0,1.0,0.021397036961671976,7235-NXZCP,0.7691024904320418,1.0,5
1088,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2321-OMBXY,43.0,3.0,5
1089,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7521-AFHAB,30.0,1.0,5
1090,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7665-TOALD,47.0,1.0,1
1091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2077-DDHJK,42.0,1.0,1
1092,0.0,1.0,0.0,0.0,0.0,0.5410258190661099,1.140715404254196,3452-SRFEG,62.0,2.0,1
1093,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2806-MLNTI,28.0,1.0,1
1094,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1241-EZFMJ,38.0,,1
1095,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5312-TSZVC,58.0,2.0,1
1096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1093-YSWCA,27.0,3.0,2
1097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1898-JSNDC,60.0,2.0,2
1098,0.0,1.0,0.0,0.14464052217234963,0.0,0.0,1.0,5261-QSHQM,39.0,3.0,4
1099,0.0714687934081921,0.0,0.0,0.14752882843569884,0.0,0.3500114435845183,1.0,8402-EIVQS,40.0,1.0,2
1100,0.0,0.0,0.0,0.0,0.0,0.2949499749213951,0.6242897029635008,6791-YBNAK,34.0,3.0,2
1101,1.0,0.2450204361255067,0.0,0.0,0.0,0.0,1.0,6060-QBMGV,26.0,,1
1102,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3197-NNYNB,37.0,1.0,1
1103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6894-LFHLY,62.0,,1
1104,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0581-MDMPW,0.8459717851732679,3.0,1
1105,0.03942705972941483,1.0,0.0,0.08608673486126929,0.17978677291115816,0.0,1.0,7483-IQWIB,20.0,2.0,4
1106,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3866-MDTUB,44.0,1.0,1
1107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7219-TLZHO,31.0,3.0,1
1108,1.0,0.217159109509956,0.0,0.0,0.0,0.0,1.0,0378-TOVMS,23.0,1.0,1
1109,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3130-ICDUP,55.0,2.0,1
1110,0.0,1.0,0.0,0.0,0.0,0.30860515343913547,1.0,6997-UVGOX,35.0,2.0,1
1111,0.0,0.32747638241591803,0.0,0.0,0.0,0.30466498039341516,0.6434059118485079,5271-DBYSJ,35.0,2.0,1
1112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9945-PSVIP,60.0,,4
1113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8496-EJAUI,57.0,,2
1114,0.09764548331648057,0.5224857354214985,0.0,0.0,0.0,0.0,1.0,2408-WITXK,56.0,2.0,4
1115,0.0,0.0,0.233953660253394,0.0,0.0,0.0,1.0,2516-XSJKX,48.0,2.0,4
1116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5214-NLTIT,54.0,1.0,1
1117,1.0,1.0,0.0,0.0,0.0,0.22573270342246654,1.0,0635-WKOLD,25.0,1.0,2
1118,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4003-FUSHP,34.0,,5
1119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7599-NTMDP,42.0,,1
1120,0.0,1.0,0.0,0.0,0.0,0.3257685347078177,1.0,0650-BWOZN,37.0,1.0,1
1121,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8961-QDZZJ,49.0,3.0,4
1122,0.0,0.0,0.0,0.3245400677953255,3.0,0.0,1.0,5176-LMJXE,62.0,2.0,3
1123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1642-HMARX,53.0,1.0,1
1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397-FRLTA,0.0,2.0,5
1125,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1335-NTIUC,24.0,1.0,1
1126,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4629-NRXKX,64.0,1.0,1
1127,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9820-RMCQV,1.1676321898013966,1.0,1
1128,0.0,1.0,0.2674725212857061,0.0,0.0,0.0,1.0,9667-TKTVZ,55.0,1.0,1
1129,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6202-JVYEU,19.0,2.0,1
1130,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2338-BQEZT,39.0,3.0,1
1131,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7279-BUYWN,48.0,2.0,5
1132,0.0,0.36490225469202303,0.0,0.0,0.0,0.33948383529551973,0.716938016059766,5014-WUQMG,39.0,2.0,2
1133,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5887-IKKYO,58.0,1.0,4
1134,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7668-XCFYV,47.0,2.0,1
1135,0.0,1.0,0.2527738617849157,0.0,0.0,0.0,1.0,3489-VSFRD,52.0,3.0,1
1136,1.0,0.20518518280789483,0.0,1.0,1.0,0.21564759074638026,1.0,4285-GYRQC,20.0,1.0,1
1137,0.0,0.0,0.0,0.0,0.0,0.0,0.9708291496224121,3084-DOWLE,53.0,,1
1138,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8270-RKSAP,60.0,1.0,1
1139,1.0,0.20173077621340121,0.0,0.0,0.0,1.0,1.0,8044-BGWPI,21.0,1.0,1
1140,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7030-NJVDP,51.0,2.0,1
1141,1.0,1.0,0.0,0.0,0.0,0.2230057561955109,0.46339802389036727,7446-KQISO,25.0,1.0,1
1142,0.0,1.0,0.0,0.22299843147797174,0.0,1.0,1.0,0617-FHSGK,59.0,2.0,1
1143,0.0,0.0,0.3000836772028108,0.2281850712119005,0.0,1.0,1.0,6789-HJBWG,62.0,3.0,1
1144,0.0033630012548351773,0.009487328484980248,0.0,0.0,0.0,0.0,1.0,5148-ORICT,0.7776010954168469,1.0,1
1145,0.0,0.5635581358093366,0.0,1.0,0.5210247934086911,1.0,1.1030410389684961,0746-JTRFU,59.0,1.0,1
1146,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3363-EWLGO,19.0,1.0,1
1147,0.0,0.45716603959909224,0.23849753817045358,0.0,0.0,0.0,1.0,7787-BNTZM,49.0,1.0,1
1148,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1658-TJVOA,64.0,1.0,1
1149,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4452-ROHMO,20.0,3.0,1
1150,0.03594529854336935,0.0,0.0,0.0,0.0,0.0,1.0,0239-OXEXL,20.0,,1
1151,0.0,1.0,0.2999003871190827,0.0,0.0,1.0,1.0,8782-LKFPK,62.0,3.0,1
1152,0.0,1.0,0.21318130485466336,1.0,1.0,0.43794090833267474,1.0,9127-FHJBZ,46.0,,1
1153,0.0,0.0,0.0,0.17530232009866814,0.0,0.4187278020968031,1.0,9512-PHSMG,48.0,3.0,1
1154,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9102-IAYHT,61.0,2.0,1
1155,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6188-UXBBR,1.1355565052598067,2.0,1
1156,0.0,0.0,0.18985768175102274,0.0,0.0,0.0,1.0,0021-IKXGC,39.0,2.0,4
1157,0.10138910152279791,0.0,0.2761020631855741,0.0,0.0,1.0,1.0,2499-AJYUA,57.0,1.0,2
