,Number of Dependents,Under 30,Gender,Age,Married,Senior Citizen,Dependents,Satisfaction Score,Churn Category
373,0.0,0.0,0.6666666666666666,79.0,1.0,1.0,0.0,3.0,0
374,0.0,0.0,0.0,72.0,0.0,1.0,0.0,3.0,0
375,0.0,0.0,0.0,62.5,0.0,1.0,0.0,,0
376,0.0,0.0,0.0,47.5,0.0,0.0,0.0,,0
377,0.0,0.16666666666666666,1.0,66.0,1.0,1.0,0.0,4.0,0
378,0.0,0.0,1.0,77.0,1.0,1.0,0.0,4.0,0
379,0.0,0.0,1.0,68.0,1.0,1.0,0.0,3.0,0
380,0.0,0.0,0.0,65.0,1.0,0.3333333333333333,0.0,5.0,0
381,0.0,0.0,0.6666666666666666,69.0,0.0,1.0,0.0,,0
382,0.0,0.0,0.3333333333333333,67.0,1.0,0.5,0.0,4.0,0
383,0.0,0.0,0.8333333333333334,67.83333333333333,0.0,1.0,0.0,3.0,0
384,2.0,0.0,1.0,73.0,1.0,0.0,1.0,,0
385,0.0,0.16666666666666666,0.8333333333333334,65.0,0.0,1.0,0.0,5.0,0
386,0.0,0.0,1.0,75.0,0.0,1.0,0.0,3.0,0
387,0.3333333333333333,0.0,0.0,70.0,1.0,1.0,0.0,3.0,0
388,3.0,0.0,0.0,76.0,1.0,1.0,1.0,3.0,0
389,0.0,0.0,0.0,62.5,0.0,1.0,0.0,,0
390,0.0,0.0,1.0,76.0,0.0,1.0,0.0,,0
391,1.3333333333333333,0.0,0.0,78.0,1.0,1.0,1.0,3.0,0
392,0.0,0.0,1.0,68.0,0.0,1.0,0.0,,0
393,0.0,0.0,0.0,65.0,0.0,1.0,0.0,3.0,0
394,0.0,0.0,1.0,67.0,1.0,1.0,0.0,,0
395,2.0,0.16666666666666666,0.0,73.0,0.0,0.0,1.0,5.0,0
396,0.0,0.0,1.0,78.0,0.0,1.0,0.0,4.0,0
397,0.0,0.0,0.0,73.5,1.0,1.0,0.0,4.0,0
398,0.0,0.0,1.0,72.0,1.0,1.0,0.0,4.0,0
399,0.0,0.0,1.0,73.0,0.5,1.0,0.0,,0
400,0.0,0.0,1.0,76.0,1.0,1.0,0.0,5.0,0
401,0.0,0.0,1.0,68.0,0.0,1.0,0.0,,0
402,0.0,0.0,1.0,66.0,0.0,1.0,0.0,5.0,0
403,0.0,0.0,0.0,70.0,0.0,1.0,0.0,4.0,0
404,0.6666666666666666,0.0,0.0,65.0,1.0,1.0,1.0,3.0,0
405,1.0,0.0,1.0,58.5,1.0,1.0,1.0,3.0,0
406,0.0,0.0,0.0,76.0,0.0,1.0,0.0,4.0,0
407,0.0,0.0,1.0,76.0,0.0,1.0,0.0,,0
408,0.0,0.16666666666666666,1.0,79.0,0.0,1.0,0.0,3.0,0
409,0.0,0.0,1.0,69.0,0.0,1.0,0.0,5.0,0
410,0.0,0.0,0.5,78.0,1.0,1.0,0.0,4.0,0
411,0.0,0.0,0.8333333333333334,67.83333333333333,0.0,1.0,0.0,,0
412,2.0,0.0,0.0,41.833333333333336,1.0,0.0,0.5,4.0,0
413,0.0,0.0,1.0,68.0,0.0,0.3333333333333333,0.0,3.0,0
414,0.0,0.0,1.0,71.0,1.0,1.0,0.0,4.0,0
415,0.0,0.0,0.6666666666666666,73.33333333333333,0.16666666666666666,1.0,0.0,3.0,0
416,0.0,0.0,0.0,78.0,0.3333333333333333,1.0,0.0,5.0,0
417,0.0,0.0,0.0,70.0,0.0,1.0,0.0,,0
418,0.0,0.0,0.3333333333333333,65.0,1.0,0.3333333333333333,0.0,,0
419,0.0,0.0,1.0,68.0,1.0,1.0,0.0,3.0,0
420,0.0,0.6666666666666666,1.0,33.833333333333336,1.0,0.0,0.0,5.0,0
421,1.0,0.0,0.0,67.0,1.0,0.16666666666666666,1.0,5.0,0
422,0.0,0.0,0.0,79.0,1.0,1.0,0.0,4.0,0
423,0.0,0.0,1.0,67.0,0.0,1.0,0.0,4.0,0
424,0.0,0.0,1.0,74.0,0.0,1.0,0.0,4.0,0
425,0.0,0.0,0.0,80.0,0.0,1.0,0.0,,0
426,0.0,0.0,1.0,59.166666666666664,0.0,1.0,0.0,3.0,0
427,0.0,0.0,1.0,71.0,1.0,1.0,0.0,3.0,0
428,0.0,0.0,1.0,71.0,0.0,0.3333333333333333,0.0,4.0,0
429,0.0,0.16666666666666666,1.0,80.0,1.0,0.3333333333333333,0.0,,0
430,0.0,0.0,0.0,74.0,1.0,1.0,0.0,,0
431,0.0,0.0,0.5,66.0,0.6666666666666666,1.0,0.0,4.0,0
432,0.0,0.0,0.6666666666666666,73.66666666666667,0.0,1.0,0.0,3.0,0
433,0.0,0.0,0.0,73.0,1.0,0.3333333333333333,0.0,3.0,0
434,0.0,0.0,1.0,74.0,1.0,1.0,0.0,3.0,0
435,1.0,0.0,0.0,69.0,1.0,0.0,0.6666666666666666,,0
436,0.0,0.0,1.0,71.0,0.0,1.0,0.0,3.0,0
437,0.0,0.0,0.0,65.0,0.0,1.0,0.0,,0
438,0.0,0.0,0.0,73.0,1.0,1.0,0.0,4.0,0
439,0.0,0.0,0.0,71.0,0.0,1.0,0.0,3.0,0
440,0.0,0.0,0.0,67.0,1.0,1.0,0.0,,0
441,0.3333333333333333,0.0,1.0,79.0,1.0,1.0,0.0,,0
442,0.0,0.16666666666666666,0.0,66.83333333333333,1.0,1.0,0.0,5.0,0
443,0.0,0.0,0.0,72.0,0.0,1.0,0.0,,0
444,0.0,0.0,0.6666666666666666,76.0,0.3333333333333333,1.0,0.0,4.0,0
445,0.3333333333333333,0.0,1.0,70.0,1.0,1.0,1.0,3.0,0
446,0.0,0.0,1.0,80.0,1.0,1.0,0.0,3.0,0
447,0.0,0.0,1.0,75.0,0.0,1.0,0.0,,0
448,0.0,0.0,0.0,72.0,0.5,1.0,0.0,3.0,0
449,1.0,0.0,0.0,79.0,1.0,1.0,1.0,3.0,0
450,0.0,0.0,1.0,72.0,1.0,0.5,0.0,3.0,0
451,0.0,0.0,0.5,78.0,1.0,1.0,0.0,,0
452,0.0,0.0,1.0,69.0,1.0,1.0,0.0,5.0,0
453,0.0,0.0,0.8333333333333334,71.0,1.0,1.0,0.0,4.0,0
454,0.0,0.0,0.0,80.0,0.0,1.0,0.0,3.0,0
455,0.0,0.0,1.0,67.0,0.0,1.0,0.0,4.0,0
456,0.0,0.0,1.0,79.0,1.0,1.0,0.0,3.0,0
457,0.0,0.0,0.0,68.0,0.0,1.0,0.0,3.0,0
458,0.0,0.0,0.0,73.0,0.0,1.0,0.0,4.0,0
459,0.0,0.0,0.3333333333333333,75.5,0.0,1.0,0.0,4.0,0
460,0.0,0.0,0.0,77.0,0.0,0.16666666666666666,0.0,,0
461,0.0,0.0,0.0,78.0,0.0,1.0,0.0,3.0,0
462,0.0,0.0,1.0,76.0,1.0,1.0,0.0,4.0,0
463,2.0,0.0,1.0,66.0,0.8333333333333334,1.0,1.0,,0
464,0.0,0.0,0.0,65.0,0.0,1.0,0.0,,0
465,1.0,0.0,0.0,76.0,1.0,1.0,1.0,3.0,0
466,0.0,0.0,0.0,79.0,0.3333333333333333,0.3333333333333333,0.0,,0
467,0.0,0.0,0.0,71.83333333333333,1.0,1.0,0.0,3.0,0
468,0.0,0.0,1.0,76.0,1.0,1.0,0.0,4.0,0
469,0.0,0.0,1.0,73.0,0.5,1.0,0.0,,0
470,0.0,0.0,0.0,79.0,0.6666666666666666,1.0,0.0,4.0,0
471,0.0,0.0,1.0,74.0,0.16666666666666666,1.0,0.0,,0
472,0.0,0.0,0.3333333333333333,69.83333333333333,1.0,1.0,0.0,5.0,0
473,0.0,0.16666666666666666,0.0,70.0,1.0,1.0,0.0,3.0,0
474,0.0,0.0,0.0,80.0,0.0,1.0,0.0,,0
475,0.0,0.0,0.6666666666666666,80.0,0.0,1.0,0.0,4.0,0
476,0.0,0.0,1.0,73.0,1.0,1.0,0.0,3.0,0
477,0.0,0.0,1.0,69.0,1.0,1.0,0.0,3.0,0
478,0.0,0.0,1.0,65.66666666666667,0.0,1.0,0.0,5.0,0
479,0.0,0.0,0.0,66.0,0.0,1.0,0.0,,0
480,0.0,0.0,0.6666666666666666,68.0,1.0,1.0,0.0,4.0,0
481,0.0,0.0,1.0,75.0,0.16666666666666666,1.0,0.0,5.0,0
482,0.0,0.0,1.0,72.0,0.0,1.0,0.0,3.0,0
483,0.0,0.0,0.6666666666666666,69.0,0.0,1.0,0.0,,0
484,0.0,0.0,1.0,65.66666666666667,0.0,1.0,0.0,5.0,0
485,0.0,0.0,1.0,68.0,0.0,0.0,0.0,5.0,0
486,0.0,0.0,0.5,66.0,1.0,1.0,0.0,3.0,0
487,1.0,0.0,0.0,54.333333333333336,1.0,1.0,1.0,4.0,0
488,0.0,0.0,0.0,68.0,1.0,1.0,0.0,3.0,0
489,0.0,0.0,0.8333333333333334,65.66666666666667,0.0,1.0,0.0,3.0,0
490,0.0,0.0,1.0,77.0,1.0,1.0,0.0,3.0,0
491,0.0,0.0,1.0,67.0,0.0,1.0,0.0,,0
492,0.0,0.0,1.0,73.0,1.0,1.0,0.0,4.0,0
493,0.0,0.0,0.0,65.0,1.0,1.0,0.16666666666666666,,0
494,0.0,0.0,0.0,65.0,0.0,1.0,0.0,,0
495,0.0,0.0,1.0,78.0,0.0,1.0,0.0,4.0,0
496,0.0,0.0,0.6666666666666666,72.0,1.0,1.0,0.0,5.0,0
497,0.0,0.0,0.0,70.0,1.0,1.0,0.0,4.0,0
498,0.0,0.0,1.0,77.0,1.0,1.0,0.0,4.0,0
499,0.0,0.3333333333333333,0.0,71.0,0.0,1.0,0.0,3.0,0
500,1.0,0.0,0.6666666666666666,65.0,1.0,0.16666666666666666,1.0,4.0,0
501,0.0,0.0,1.0,79.0,1.0,1.0,0.0,4.0,0
502,0.0,0.0,0.0,69.0,1.0,1.0,0.0,4.0,0
503,0.0,0.0,1.0,66.0,0.0,1.0,0.0,5.0,0
504,0.0,0.3333333333333333,1.0,78.0,0.0,0.16666666666666666,0.0,4.0,0
505,0.0,0.0,1.0,73.0,1.0,1.0,0.0,5.0,0
506,0.0,0.0,0.5,65.0,0.0,0.0,0.16666666666666666,,0
507,0.0,0.0,0.0,68.0,1.0,1.0,0.0,,0
508,1.5,0.0,0.0,66.0,1.0,0.16666666666666666,1.0,,0
509,0.0,0.0,1.0,73.0,0.0,1.0,0.0,4.0,0
510,0.0,0.0,1.0,65.33333333333333,1.0,1.0,0.0,5.0,0
511,0.0,0.0,1.0,65.66666666666667,0.0,1.0,0.0,3.0,0
512,0.0,0.0,1.0,65.0,1.0,0.3333333333333333,0.0,,0
513,0.0,0.0,0.0,72.0,0.0,1.0,0.0,3.0,0
514,0.0,0.0,1.0,69.0,1.0,1.0,0.0,3.0,0
515,0.0,0.16666666666666666,0.0,77.0,1.0,1.0,0.0,,0
516,0.16666666666666666,0.0,0.0,65.0,0.3333333333333333,1.0,1.0,,0
517,0.0,0.0,1.0,68.0,1.0,1.0,0.0,,0
518,0.0,0.0,1.0,79.0,0.0,1.0,0.0,,0
519,0.0,0.0,1.0,77.0,0.0,1.0,0.0,3.0,0
520,0.0,0.0,1.0,69.0,1.0,1.0,0.0,3.0,0
521,0.0,0.0,0.0,71.83333333333333,1.0,1.0,0.0,5.0,0
522,0.0,0.16666666666666666,0.0,73.0,1.0,1.0,0.0,4.0,0
523,0.0,0.0,0.0,75.0,0.0,1.0,0.0,,0
524,0.0,0.0,1.0,78.0,1.0,0.6666666666666666,0.0,4.0,0
525,0.0,0.0,1.0,67.0,0.0,1.0,0.0,5.0,0
526,0.0,0.0,0.0,74.0,1.0,1.0,0.0,,0
527,0.0,0.0,1.0,62.333333333333336,1.0,1.0,0.0,3.0,0
528,0.0,0.3333333333333333,0.0,69.0,0.0,1.0,0.0,4.0,0
529,2.0,0.0,1.0,76.0,1.0,1.0,1.0,3.0,0
530,0.0,0.0,0.0,78.0,1.0,1.0,0.0,5.0,0
531,0.0,0.0,1.0,72.0,1.0,1.0,0.0,4.0,0
532,0.0,0.0,0.0,72.0,0.3333333333333333,0.6666666666666666,0.0,3.0,0
533,0.0,0.0,0.0,77.0,0.0,1.0,0.0,4.0,0
534,0.0,0.0,0.0,65.0,0.0,1.0,0.0,4.0,0
535,0.3333333333333333,0.0,0.6666666666666666,73.0,1.0,1.0,0.0,,0
536,0.0,0.0,0.0,74.0,1.0,1.0,0.0,4.0,0
537,0.0,0.0,1.0,79.0,1.0,0.16666666666666666,0.0,3.0,0
538,0.0,0.0,1.0,80.0,0.0,1.0,0.0,,0
539,0.0,0.5,1.0,67.0,0.0,0.16666666666666666,0.0,4.0,0
540,0.0,0.0,1.0,79.0,1.0,1.0,0.0,3.0,0
541,0.0,0.0,1.0,66.0,0.0,0.16666666666666666,0.0,3.0,0
542,0.0,0.0,1.0,72.0,1.0,1.0,0.0,3.0,0
543,0.0,0.0,0.6666666666666666,79.0,1.0,1.0,0.0,4.0,0
544,0.0,0.0,0.16666666666666666,77.0,0.0,1.0,0.0,3.0,0
545,0.0,0.0,1.0,66.0,1.0,1.0,0.0,,0
546,0.0,0.0,1.0,71.0,1.0,1.0,0.0,4.0,0
547,0.0,0.0,0.0,65.0,0.0,1.0,0.0,4.0,0
548,0.0,0.0,0.0,74.0,0.0,1.0,0.0,,0
549,0.0,0.0,1.0,74.0,1.0,1.0,0.0,5.0,0
550,0.0,0.0,0.0,70.0,0.6666666666666666,1.0,0.0,3.0,0
551,1.0,0.0,1.0,64.16666666666667,1.0,1.0,1.0,3.0,0
552,1.0,0.0,0.6666666666666666,75.0,1.0,1.0,1.0,3.0,0
553,0.0,0.0,0.0,79.0,1.0,1.0,0.0,3.0,0
554,0.0,0.0,1.0,68.0,0.5,1.0,0.0,3.0,0
555,0.0,0.0,0.0,77.0,0.5,1.0,0.0,4.0,0
556,0.0,0.0,0.0,80.0,0.0,1.0,0.0,5.0,0
557,0.0,0.0,0.0,75.0,0.0,1.0,0.0,3.0,0
558,1.0,0.0,0.0,67.0,1.0,1.0,1.0,,0
559,0.0,0.0,1.0,69.0,0.3333333333333333,1.0,0.0,3.0,0
560,0.0,0.0,1.0,66.0,1.0,1.0,0.0,,0
561,0.0,0.0,0.0,71.83333333333333,1.0,1.0,0.0,3.0,0
562,0.0,0.0,0.0,70.0,1.0,1.0,0.0,,0
563,0.0,0.0,1.0,69.0,0.0,1.0,0.0,4.0,0
564,1.0,0.0,0.0,75.0,1.0,1.0,1.0,3.0,0
565,0.0,0.0,1.0,78.0,0.0,1.0,0.0,3.0,0
566,0.0,0.0,1.0,68.0,1.0,1.0,0.0,4.0,0
567,0.0,0.16666666666666666,0.0,66.0,0.0,1.0,0.0,,0
568,0.0,0.0,0.0,78.0,0.0,1.0,0.0,4.0,0
569,0.0,0.0,0.0,72.0,0.0,1.0,0.0,4.0,0
570,0.0,0.0,1.0,67.0,1.0,1.0,0.0,5.0,0
571,0.0,0.0,1.0,73.0,0.5,1.0,0.0,3.0,0
572,0.0,0.0,0.0,68.0,0.0,1.0,0.0,4.0,0
573,0.0,0.0,0.0,64.5,0.0,1.0,0.0,,0
574,0.0,0.0,0.6666666666666666,76.0,1.0,1.0,0.0,,0
575,0.0,0.0,0.0,68.0,0.0,1.0,0.0,,0
576,0.0,0.0,1.0,76.0,0.5,1.0,0.0,5.0,0
577,0.0,0.0,0.0,74.0,0.5,1.0,0.0,4.0,0
578,0.0,0.0,0.0,71.0,0.0,1.0,0.0,3.0,0
579,0.0,0.0,1.0,77.0,1.0,1.0,0.0,,0
580,1.0,0.0,1.0,71.0,1.0,1.0,1.0,3.0,0
581,2.0,0.0,1.0,77.0,0.8333333333333334,1.0,1.0,3.0,0
582,0.0,0.0,0.3333333333333333,63.166666666666664,1.0,1.0,0.0,4.0,0
583,0.0,0.0,1.0,69.0,0.0,0.16666666666666666,0.0,,0
584,0.0,0.0,0.0,77.0,0.0,1.0,0.0,4.0,0
585,0.0,0.0,1.0,73.83333333333333,1.0,1.0,0.0,3.0,0
586,0.0,0.0,0.0,72.0,0.0,1.0,0.0,4.0,0
587,0.0,0.16666666666666666,0.0,66.0,0.0,1.0,0.0,5.0,0
588,0.0,0.0,1.0,78.0,0.0,1.0,0.0,3.0,0
589,0.0,0.0,0.0,72.0,0.6666666666666666,1.0,0.0,3.0,0
590,0.0,0.0,1.0,68.0,0.0,0.0,0.0,4.0,0
591,0.0,0.0,0.0,78.0,0.0,1.0,0.0,4.0,0
592,0.0,0.0,0.0,70.0,1.0,1.0,0.0,3.0,0
593,0.0,0.0,1.0,66.0,0.0,1.0,0.0,3.0,0
594,0.0,0.0,0.0,67.0,1.0,0.0,0.0,3.0,0
595,0.0,0.16666666666666666,0.3333333333333333,65.0,1.0,1.0,0.0,3.0,0
596,3.0,0.0,1.0,74.0,1.0,0.16666666666666666,1.0,,0
597,0.0,0.0,1.0,72.0,0.0,1.0,0.0,4.0,0
598,0.0,0.0,0.0,69.0,1.0,1.0,0.0,4.0,0
599,0.0,0.0,0.0,72.0,1.0,1.0,0.0,,0
600,0.0,0.0,0.0,65.0,0.0,0.5,0.0,4.0,0
601,0.0,0.0,1.0,69.0,0.0,1.0,0.0,5.0,0
602,0.0,0.0,1.0,71.0,0.0,1.0,0.0,5.0,0
603,0.0,0.0,0.0,68.0,0.0,0.0,0.0,,0
604,0.0,0.0,0.6666666666666666,69.0,0.0,1.0,0.0,4.0,0
605,0.0,0.0,0.8333333333333334,75.0,1.0,1.0,0.0,4.0,0
606,0.0,0.0,1.0,79.0,0.0,0.3333333333333333,0.0,3.0,0
607,0.0,0.0,0.0,56.166666666666664,1.0,1.0,0.0,3.0,0
608,0.0,0.0,0.3333333333333333,72.0,0.0,1.0,0.0,3.0,0
609,0.0,0.0,1.0,78.0,0.16666666666666666,1.0,0.0,,0
610,0.0,0.0,0.0,77.0,1.0,1.0,0.0,4.0,0
611,0.0,0.0,0.0,75.0,0.6666666666666666,1.0,0.0,5.0,0
612,0.0,0.0,1.0,67.0,1.0,1.0,0.0,4.0,0
613,0.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,1
614,2.0,1.0,0.0,32.166666666666664,1.0,0.0,1.0,2.0,5
615,3.0,0.6666666666666666,0.0,23.0,1.0,0.0,1.0,,5
616,1.0,0.0,1.0,38.0,0.0,0.0,1.0,1.0,1
617,0.0,0.5,1.0,29.0,0.0,0.0,0.0,1.0,1
618,0.0,1.0,0.0,37.0,0.0,0.0,0.0,1.0,1
619,3.0,0.0,1.0,42.833333333333336,0.0,0.0,1.0,1.0,1
620,1.0,0.0,0.0,50.0,0.0,0.0,1.0,1.0,1
621,2.0,0.0,0.0,41.0,1.0,0.0,1.0,3.0,4
622,5.0,0.0,0.0,34.0,1.0,0.0,1.0,,2
623,3.0,0.0,0.0,34.0,0.0,0.0,1.0,1.0,3
624,0.16666666666666666,0.0,0.5,44.0,1.0,0.0,0.0,2.0,1
625,2.0,1.0,1.0,21.0,0.8333333333333334,0.0,0.6666666666666666,1.0,2
626,0.0,1.0,0.16666666666666666,32.5,1.0,0.0,0.16666666666666666,1.0,3
627,0.0,0.0,1.0,64.0,0.5,0.0,0.0,,2
628,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,5
629,0.0,0.0,0.8333333333333334,63.0,0.6666666666666666,0.0,0.0,,1
630,4.0,0.0,0.3333333333333333,32.0,0.0,0.0,1.0,1.0,1
631,1.0,1.0,0.0,26.0,1.0,0.0,1.0,,4
632,3.0,0.0,0.0,48.0,0.0,0.0,1.0,1.0,1
633,0.0,1.0,0.0,29.0,1.0,0.0,0.0,,2
634,2.0,0.16666666666666666,1.0,39.0,1.0,0.0,1.0,2.0,2
635,2.0,0.0,0.0,39.0,0.0,0.0,1.0,2.0,5
636,0.3333333333333333,0.0,0.3333333333333333,48.0,1.0,0.0,0.0,2.0,1
637,0.0,1.0,0.0,22.0,1.0,0.0,0.0,2.0,2
638,1.0,0.0,1.0,40.0,0.0,0.0,1.0,2.0,2
639,0.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,3
640,0.0,0.0,0.0,47.0,1.0,0.0,0.0,1.0,2
641,0.0,0.0,0.0,41.0,1.0,0.0,0.0,2.0,4
642,0.0,0.0,1.0,30.0,0.0,0.16666666666666666,0.0,2.0,3
643,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,1
644,0.0,0.0,1.0,63.0,1.0,0.0,0.0,3.0,1
645,0.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,1
646,0.0,0.0,1.0,54.0,0.0,0.0,0.0,3.0,1
647,0.0,1.0,0.6666666666666666,22.0,0.0,0.0,0.0,,1
648,0.0,0.0,0.0,48.0,1.0,0.0,0.0,3.0,1
649,0.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0,1
650,0.0,0.0,0.0,59.0,0.0,0.0,0.16666666666666666,3.0,1
651,0.0,0.16666666666666666,0.6666666666666666,23.0,1.0,0.0,0.0,1.0,1
652,0.0,0.0,1.0,49.0,0.0,0.0,0.0,3.0,1
653,0.0,0.0,0.3333333333333333,54.0,0.0,0.0,0.0,1.0,1
654,0.0,1.0,1.0,38.0,1.0,0.0,0.0,1.0,1
655,0.0,0.8333333333333334,1.0,25.0,0.3333333333333333,0.0,0.0,,1
656,0.0,0.0,0.8333333333333334,40.0,0.0,0.0,0.0,1.0,1
657,0.0,0.0,0.0,32.0,1.0,0.16666666666666666,0.0,1.0,2
658,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,1
659,0.0,0.0,0.6666666666666666,51.0,0.0,0.0,0.0,3.0,2
660,0.0,0.0,1.0,49.0,1.0,0.0,0.0,2.0,5
661,0.0,0.0,0.0,64.0,1.0,0.3333333333333333,0.0,,4
662,0.0,0.0,0.0,47.0,0.0,0.16666666666666666,0.0,1.0,2
663,0.0,0.0,0.0,49.666666666666664,0.0,0.0,0.0,3.0,5
664,0.0,0.0,1.0,33.0,0.0,0.0,0.0,3.0,5
665,0.0,0.0,1.0,45.333333333333336,0.0,0.0,0.0,,2
666,0.0,0.0,1.0,31.0,0.0,0.0,0.0,,1
667,0.0,0.0,0.0,44.0,0.6666666666666666,0.0,0.0,,1
668,0.0,0.0,1.0,50.0,1.0,0.0,0.0,2.0,1
669,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1
670,0.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,1
671,0.0,0.0,1.0,32.0,1.0,0.0,0.3333333333333333,2.0,1
672,0.0,1.0,0.5,20.0,1.0,0.0,0.0,1.0,1
673,0.0,1.0,0.5,26.0,1.0,0.0,0.0,3.0,1
674,0.0,0.0,0.0,57.0,1.0,0.16666666666666666,0.0,2.0,5
675,0.0,0.0,1.0,57.0,0.0,0.0,0.0,3.0,1
676,0.0,1.0,0.0,23.0,0.0,0.0,0.0,,1
677,0.0,0.0,1.0,40.0,1.0,0.0,0.0,3.0,3
678,0.0,0.0,0.0,47.0,0.0,0.0,0.0,,1
679,0.0,1.0,0.0,23.0,0.0,0.0,0.0,,1
680,0.0,0.16666666666666666,0.0,19.0,0.0,0.0,0.0,1.0,1
681,0.0,0.16666666666666666,1.0,48.0,1.0,0.0,0.0,1.0,1
682,0.0,0.0,0.0,48.0,1.0,0.0,0.0,,1
683,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,1
684,0.0,0.0,0.6666666666666666,51.0,0.0,0.16666666666666666,0.0,1.0,1
685,0.0,0.0,0.0,37.0,0.0,0.0,0.0,3.0,5
686,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.0,3
687,0.0,1.0,1.0,24.0,1.0,0.0,0.0,,1
688,0.0,0.0,1.0,63.0,0.0,0.0,0.0,,1
689,0.0,0.16666666666666666,0.0,43.166666666666664,0.0,0.0,0.0,1.0,1
690,0.0,0.0,1.0,58.0,0.3333333333333333,0.0,0.0,,3
691,0.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,1
692,0.0,0.3333333333333333,1.0,27.0,0.0,0.0,0.0,2.0,3
693,0.0,1.0,1.0,25.0,0.0,0.0,0.0,1.0,3
694,0.0,1.0,0.16666666666666666,24.0,1.0,0.0,0.16666666666666666,3.0,3
695,0.0,0.16666666666666666,1.0,42.333333333333336,1.0,0.0,0.0,3.0,5
696,0.0,0.0,0.0,52.166666666666664,1.0,0.0,0.0,2.0,5
697,0.0,0.3333333333333333,0.0,59.0,1.0,0.0,0.0,3.0,3
698,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,3.0,1
699,0.0,0.0,1.0,58.0,0.0,0.0,0.0,1.0,1
700,0.0,0.0,0.0,55.0,0.0,0.16666666666666666,0.0,,1
701,0.0,0.16666666666666666,0.6666666666666666,46.0,1.0,0.0,0.16666666666666666,,1
702,0.0,0.3333333333333333,1.0,24.0,1.0,0.0,0.0,,1
703,0.0,0.0,1.0,53.0,0.0,0.0,0.0,1.0,1
704,0.0,0.0,1.0,55.0,1.0,0.0,0.0,2.0,4
705,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,4
706,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,1.0,2
707,0.0,1.0,1.0,21.0,1.0,0.0,0.0,3.0,5
708,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,3.0,3
709,0.0,0.0,0.0,57.0,0.0,0.0,0.0,,1
710,0.0,0.0,1.0,30.0,0.0,0.0,0.0,,1
711,0.0,0.0,0.0,61.0,0.0,0.0,0.0,,1
712,0.0,0.0,0.0,46.0,0.0,0.0,0.0,,1
713,0.0,0.0,1.0,53.0,1.0,0.0,0.0,1.0,1
714,0.0,0.0,1.0,62.0,1.0,0.0,0.0,3.0,1
715,0.0,0.0,1.0,37.0,1.0,0.0,0.0,2.0,5
716,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,1
717,0.0,0.0,0.3333333333333333,55.0,0.0,0.0,0.0,2.0,1
718,0.0,1.0,0.0,26.0,0.0,0.0,0.0,3.0,1
719,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,1
720,0.0,0.0,0.0,45.166666666666664,0.0,0.0,0.0,1.0,1
721,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,1
722,0.0,0.5,0.0,23.0,0.0,0.0,0.0,1.0,1
723,0.0,0.0,0.3333333333333333,51.0,0.0,0.0,0.0,3.0,1
724,0.0,0.0,1.0,63.0,0.16666666666666666,0.0,0.0,3.0,1
725,0.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,1
726,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,1
727,0.0,0.0,0.0,42.833333333333336,1.0,0.0,0.0,3.0,1
728,0.0,1.0,1.0,23.0,0.0,0.0,0.0,3.0,1
729,0.0,0.0,0.5,51.0,1.0,0.0,0.0,,1
730,0.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,5
731,0.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,1
732,0.0,0.0,1.0,41.0,0.0,0.5,0.0,2.0,3
733,0.0,0.0,0.0,57.0,0.0,0.0,0.0,3.0,3
734,0.0,1.0,1.0,26.0,0.0,0.0,0.0,3.0,5
735,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,5
736,0.0,0.0,1.0,58.0,0.16666666666666666,0.0,0.0,2.0,1
737,0.0,0.0,0.6666666666666666,58.0,0.0,0.16666666666666666,0.0,,1
738,0.0,0.0,0.5,37.0,0.3333333333333333,0.0,0.0,1.0,1
739,0.0,0.0,0.0,30.0,0.0,0.5,0.0,1.0,5
740,0.8333333333333334,0.0,1.0,47.0,1.0,0.0,0.3333333333333333,2.0,5
741,0.0,0.0,1.0,36.0,1.0,0.0,0.0,3.0,5
742,0.0,0.6666666666666666,1.0,23.0,0.0,0.0,0.0,1.0,1
