,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,ID,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
2062,0880-FVFWF,,,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,92027.0,33.141265000000004,-116.967221,327.0,48690.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2063,5859-HZYLF,1.0,,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,1047.0,95076.0,,-121.75238300000001,1117.0,81141.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,45.3,45.3,0.0,0.0,0.0,45.3,
2064,2277-DJJDL,1.0,1.0,61.0,,0.0,,,0.0,0.0,0.0,858.0,95111.0,37.284265000000005,-121.827673,1119.0,57748.0,1.0,0.0,0.0,2.0,0.0,1.0,26.05,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94.95,178.1,0.0,0.0,,230.2,
2065,0742-NXBGR,1.0,0.0,33.0,0.0,0.0,,1.0,1.0,0.0,0.0,858.0,95113.0,37.333851,-121.891147,1121.0,561.0,1.0,0.0,0.0,12.0,0.0,,,0.0,1.0,1.0,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,18.21,,61.92,524.3100000000002,3.0
2066,5760-FXFVO,1.0,1.0,55.0,,,1.0,,0.0,0.0,0.0,,95121.0,37.304681,-121.809955,1127.0,37127.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.45,23.45,0.0,0.0,,23.45,2.0
2067,4565-NLZBV,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,95127.0,37.375156,-121.79586699999999,1133.0,60620.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2068,8450-JOVAH,1.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,858.0,95129.0,37.305622,-122.000887,1135.0,37570.0,1.0,1.0,4.0,,2.0,1.0,9.23,1.0,1.0,2.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,101.1,6039.9,0.0,,,6584.469999999998,2.0
2069,6993-YGFJV,1.0,0.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,858.0,95132.0,37.424655,,1138.0,40568.0,1.0,0.0,0.0,3.0,5.0,1.0,22.56,1.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,50.65,151.3,0.0,0.0,,218.98,1.0
2070,6682-QJDGB,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,95135.0,37.28682,-121.723877,1141.0,15798.0,1.0,0.0,0.0,,5.0,1.0,13.01,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,,55.4,0.0,0.0,13.01,68.41,1.0
2071,2919-HBCJO,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38.200231,-121.23503400000001,,,1.0,,0.0,,,,,1.0,,2.0,52.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.27,0.0,1751.88,7667.059999999998,1.0
2072,7816-VGHTO,,1.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,95250.0,38.244806,,1179.0,88.0,1.0,,,13.0,0.0,,30.55,1.0,1.0,,28.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,102.25,1359.0,0.0,0.0,,1756.15,1.0
2073,0164-APGRB,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,95310.0,38.085839,-120.37855,1191.0,2144.0,1.0,0.0,0.0,5.0,5.0,1.0,24.32,0.0,1.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.85,259.8,22.96,10.0,121.6,368.44,
2074,5914-GXMDA,,0.0,30.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,2.0,42.0,2.0,1.0,10.79,1.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.25,2203.65,28.49,0.0,453.18,2628.34,2.0
2075,1271-SJBGZ,1.0,0.0,35.0,0.0,0.0,0.0,0.0,,0.0,0.0,390.0,95321.0,37.902968,-119.66754399999999,1200.0,3680.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2076,0523-VNGTF,,0.0,40.0,0.0,0.0,,0.0,,0.0,0.0,453.0,95327.0,37.84771,-120.486589,1206.0,9559.0,1.0,0.0,0.0,16.0,0.0,1.0,40.76,0.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,,93.2,1573.7,35.7,0.0,652.16,2190.16,
2077,9762-YAQAA,1.0,,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,513.0,95330.0,37.808209999999995,-121.308401,1209.0,10834.0,1.0,0.0,0.0,5.0,5.0,1.0,31.76,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.35,126.05,0.0,0.0,,284.85,1.0
2078,3208-YPIOE,,1.0,29.0,1.0,,0.0,0.0,,0.0,0.0,534.0,95334.0,37.361987,-120.74839399999999,1211.0,12672.0,1.0,0.0,0.0,3.0,5.0,1.0,32.01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,19.85,,0.0,0.0,96.03,160.57999999999996,1.0
2079,9278-VZKCD,1.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,95350.0,37.671806,-121.007575,1220.0,52872.0,1.0,1.0,4.0,31.0,0.0,1.0,3.73,1.0,,2.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,104.2,3243.45,17.01,0.0,115.63,3342.07,1.0
2080,6770-XUAGN,,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,95354.0,37.639029,-120.964772,1222.0,27135.0,1.0,0.0,,1.0,,1.0,19.98,0.0,1.0,2.0,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,79.25,79.25,0.0,0.0,19.98,,1.0
2081,3580-GICBM,1.0,0.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,,95355.0,,-120.94659399999999,1223.0,47613.0,1.0,0.0,0.0,1.0,5.0,,41.78,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,44.9,44.9,0.0,0.0,41.78,86.68,2.0
2082,1625-JAIIY,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,1.0,10.0,0.0,1.0,22.03,0.0,,2.0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,70.1,659.65,34.69,0.0,220.3,845.26,2.0
2083,7794-JASDG,1.0,1.0,27.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2084,6231-WFGFH,1.0,1.0,47.0,,0.0,0.0,0.0,,0.0,0.0,,95364.0,38.224869,,1230.0,235.0,1.0,0.0,0.0,43.0,2.0,1.0,49.13,1.0,1.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.85,3365.85,0.0,,2112.59,5478.440000000001,1.0
2085,8457-XIGKN,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,95365.0,37.329725,-120.306399,1231.0,4150.0,1.0,0.0,,,5.0,,40.15,0.0,1.0,1.0,19.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,54.3,195.3,0.0,80.0,160.6,435.9,2.0
2086,3810-PJUHR,1.0,1.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1008.0,95379.0,,-120.188002,1240.0,3979.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2087,8774-GSBUN,1.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,2.0,69.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,,0.0,,80.5,,0.0,0.0,35.77,116.27,1.0
2088,5124-EOGYE,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,95401.0,38.460516999999996,-122.79033500000001,1249.0,36125.0,1.0,0.0,0.0,,5.0,1.0,29.98,1.0,1.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,72.2,305.55,0.0,0.0,,425.47,
2089,2189-UXTKY,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,95404.0,38.526941,-122.709096,1251.0,35057.0,1.0,0.0,0.0,17.0,4.0,,46.6,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,51.5,900.5,35.34,0.0,792.2,1657.36,1.0
2090,1976-CFOCS,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,,4.0,1.0,17.57,1.0,1.0,0.0,14.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,1625.0,18.39,80.0,368.97,2055.58,2.0
2091,5647-FXOTP,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0,95420.0,39.361283,-123.784599,1260.0,333.0,1.0,1.0,1.0,42.0,,,18.26,1.0,,2.0,29.0,0.0,1.0,,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,95.25,3959.35,27.3,0.0,766.9200000000002,4698.969999999998,1.0
2092,4480-QQRHC,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,211.0,95427.0,39.239818,-123.565432,1267.0,371.0,1.0,,1.0,,5.0,1.0,1.12,0.0,1.0,2.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,85.75,470.95,44.16,0.0,5.6000000000000005,432.39,1.0
2093,3645-DEYGF,1.0,0.0,25.0,1.0,0.0,1.0,0.0,,0.0,0.0,379.0,95444.0,38.434362,-122.86891000000001,1279.0,390.0,1.0,1.0,1.0,7.0,5.0,1.0,8.95,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,69.0,506.9,0.0,0.0,62.64999999999999,569.55,2.0
2094,8043-PNYSD,1.0,1.0,27.0,1.0,0.0,0.0,0.0,,0.0,0.0,428.0,95449.0,38.937059999999995,-123.11811100000001,1283.0,1373.0,1.0,0.0,0.0,2.0,5.0,1.0,29.69,0.0,1.0,0.0,52.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,46.05,80.35,0.0,10.0,59.38,149.73,3.0
2095,1508-DFXCU,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,95454.0,39.806141,-123.531098,1288.0,2706.0,1.0,0.0,0.0,5.0,0.0,1.0,,1.0,1.0,2.0,29.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,100.5,514.0,0.0,0.0,141.0,655.0,
2096,0314-TKOSI,1.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95460.0,39.305545,-123.743697,1293.0,2229.0,1.0,0.0,0.0,1.0,,1.0,27.58,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.95,69.95,0.0,0.0,27.58,97.53,1.0
2097,3125-RAHBV,,1.0,59.0,0.0,0.0,0.0,,0.0,0.0,0.0,,95463.0,39.182916,-123.552571,1296.0,148.0,1.0,0.0,0.0,1.0,5.0,1.0,7.99,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,93.3,93.3,0.0,0.0,7.99,101.29,3.0
2098,4291-TPNFG,1.0,1.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,3.0,5.0,1.0,40.79,0.0,,1.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.15,169.05,0.0,10.0,122.37,301.42,1.0
2099,0407-BDJKB,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,,40.557314,-124.08166200000001,,,1.0,0.0,0.0,2.0,,1.0,32.03,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.35,33.2,0.0,0.0,64.06,97.26,2.0
2100,7797-EJMDP,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,615.0,95553.0,40.210895,-123.86,1342.0,867.0,1.0,0.0,0.0,3.0,0.0,1.0,33.39,,1.0,2.0,59.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,99.0,287.4,0.0,10.0,100.17,397.57,
2101,5016-IBERQ,1.0,1.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,0174-QRVVY,1.0,1.0,25.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,67.0,,1.0,33.88,1.0,1.0,2.0,71.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,116.2,7752.3,0.0,0.0,2269.96,10022.26,2.0
2103,1970-KKFWL,1.0,0.0,55.0,0.0,0.0,1.0,0.0,,0.0,0.0,815.0,95562.0,40.485849,-124.163234,1349.0,3284.0,1.0,,,71.0,1.0,1.0,40.52,1.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,93.7,6585.35,0.0,0.0,2876.92,9462.27,
2104,6128-AQBMT,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95567.0,41.950683000000005,-124.097094,1353.0,2020.0,1.0,0.0,0.0,1.0,0.0,,1.91,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.7,19.7,0.0,,1.91,21.61,
2105,1496-GGSUK,1.0,,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,,33.362575,-117.299644,,,1.0,,0.0,5.0,,1.0,35.22,1.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,75.55,,0.0,0.0,176.1,,
2106,2959-EEXWB,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,21.0,95601.0,38.431407,-120.8421,1363.0,222.0,1.0,0.0,0.0,9.0,0.0,1.0,22.88,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,77.65,714.15,0.0,0.0,205.92,920.07,
2107,7707-PYBBH,1.0,1.0,31.0,,,,0.0,,0.0,0.0,193.0,,38.384648,-121.578701,,,1.0,0.0,0.0,54.0,2.0,1.0,,0.0,1.0,2.0,26.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,105.4,5643.4,0.0,0.0,2698.92,8342.32,
2108,5816-JMLGY,1.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,95614.0,38.880621999999995,-120.97386499999999,1373.0,3674.0,1.0,0.0,0.0,2.0,0.0,1.0,37.43,0.0,1.0,2.0,18.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,95.85,197.7,0.0,0.0,74.86,272.56,1.0
2109,5275-PMFUT,1.0,1.0,64.0,0.0,0.0,0.0,0.0,,0.0,0.0,257.0,95619.0,38.683605,-120.811852,1377.0,4426.0,1.0,0.0,0.0,1.0,0.0,1.0,24.48,1.0,1.0,2.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,79.15,79.15,0.0,0.0,24.48,103.63,1.0
2110,2495-TTHBQ,,0.0,42.0,0.0,0.0,1.0,0.0,,0.0,0.0,296.0,95624.0,38.434138,-121.30587,1381.0,38534.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2111,5789-LDFXO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,95625.0,38.349195,-121.902943,1382.0,171.0,1.0,0.0,,4.0,0.0,1.0,27.57,0.0,1.0,,27.0,0.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,,79.0,303.15,0.0,0.0,110.28,413.43,3.0
2112,4654-DLAMQ,1.0,1.0,34.0,0.0,0.0,0.0,1.0,,0.0,0.0,451.0,95642.0,38.336216,,1399.0,6202.0,1.0,0.0,0.0,1.0,,1.0,39.6,0.0,1.0,1.0,17.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,2.0,49.9,49.9,0.0,0.0,39.6,89.5,
2113,7909-FIOIY,,0.0,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,13.0,4.0,1.0,6.78,1.0,,2.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,100.35,1358.85,34.09,0.0,,1412.9,1.0
2114,0463-TXOAK,1.0,1.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,701.0,,38.689174,-121.21843500000001,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,6380-ARCEH,1.0,,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,5.0,65.0,2.0,1.0,49.33,1.0,1.0,2.0,16.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,5769.6,18.72,,3206.45,8957.33,1.0
2116,5256-SKJGO,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,95672.0,38.724321999999994,,1420.0,3815.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1752-OZXFY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,95685.0,,-120.77068999999999,1431.0,4610.0,1.0,0.0,0.0,45.0,2.0,,14.12,1.0,1.0,2.0,24.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,89.3,4016.85,44.63,0.0,635.4,4607.62,2.0
2118,9360-OMDZZ,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,95690.0,38.240419,-121.587535,1436.0,2344.0,1.0,0.0,0.0,1.0,5.0,1.0,39.66,0.0,1.0,,8.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,74.3,74.3,0.0,0.0,39.66,,1.0
2119,3988-RQIXO,1.0,,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,95692.0,39.043387,-121.40983700000001,1438.0,3600.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,,1.0,,19.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,2.0,44.65,44.65,0.0,0.0,0.0,44.65,1.0
2120,0002-ORFBO,1.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1075.0,95693.0,38.392559000000006,,1439.0,5889.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2121,5414-OFQCB,1.0,1.0,54.0,0.0,0.0,0.0,0.0,,0.0,0.0,1080.0,95694.0,38.578604,-122.024579,1440.0,8406.0,1.0,0.0,,10.0,4.0,1.0,17.07,,1.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,80.7,788.8,38.42,50.0,170.7,971.08,
2122,5909-ECHUI,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,277.0,95714.0,39.197215,-120.83679,1446.0,350.0,1.0,0.0,0.0,4.0,5.0,1.0,26.16,,,,85.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,101.7,364.55,1.48,0.0,104.64,467.71,2.0
2123,6579-JPICP,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,95720.0,38.766036,,1449.0,183.0,1.0,,0.0,,5.0,1.0,22.12,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,20.4,20.4,0.0,0.0,22.12,42.52,3.0
2124,8819-IMISP,1.0,1.0,36.0,0.0,,1.0,0.0,0.0,0.0,0.0,792.0,95742.0,38.591134000000004,-121.161585,1456.0,299.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2125,7134-HBPBS,1.0,,60.0,0.0,0.0,1.0,,0.0,0.0,0.0,296.0,95758.0,38.353629999999995,-121.44195,1459.0,47065.0,1.0,1.0,3.0,,1.0,1.0,47.34,1.0,1.0,,12.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,1.0,0.0,106.0,7723.7,0.0,0.0,3361.140000000001,,
2126,2799-ARNLO,1.0,0.0,43.0,,0.0,0.0,1.0,2.0,0.0,0.0,1088.0,95776.0,38.694081,,1462.0,15022.0,1.0,,0.0,3.0,5.0,1.0,,0.0,1.0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,2.0,55.1,154.65,0.0,0.0,78.12,232.77,1.0
2127,1897-OKVMW,,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,95820.0,38.53508,-121.444144,1469.0,37031.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2128,5399-ZIMKF,1.0,,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,835.0,95825.0,38.590035,-121.41245500000001,1474.0,30715.0,1.0,1.0,1.0,32.0,0.0,1.0,46.92,1.0,1.0,2.0,9.0,,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,91.05,2954.5,0.0,70.0,1501.44,4525.940000000001,1.0
2129,1010-DIAUQ,1.0,0.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,835.0,95837.0,38.691607,-121.60228400000001,1486.0,264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2130,1820-DJFPH,1.0,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,95843.0,38.715498,-121.36341100000001,1490.0,36432.0,1.0,0.0,0.0,6.0,0.0,,39.36,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,69.25,418.4,0.0,0.0,,654.56,1.0
2131,9506-UXUSK,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,95914.0,39.396584999999995,-121.38028999999999,1497.0,626.0,1.0,,0.0,1.0,0.0,1.0,39.58,0.0,1.0,1.0,28.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,50.5,50.5,0.0,,39.58,90.08,3.0
2132,7508-MYBOG,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,95928.0,39.681488,-121.83721000000001,1507.0,32848.0,1.0,0.0,0.0,31.0,0.0,1.0,,,1.0,1.0,3.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,79.45,2587.7,0.0,0.0,208.01,,
2133,7861-UVUFT,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95935.0,39.381174,-121.21191,1511.0,614.0,1.0,0.0,0.0,58.0,2.0,1.0,41.14,1.0,1.0,2.0,25.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,104.65,6219.6,0.0,40.0,2386.12,8645.720000000001,2.0
2134,3284-SVCRO,1.0,1.0,41.0,0.0,,0.0,0.0,,0.0,0.0,,95948.0,39.346897999999996,-121.75953700000001,1523.0,9763.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,0708-LGSMF,1.0,0.0,49.0,0.0,,0.0,0.0,0.0,0.0,0.0,705.0,,39.748037,-122.30216899999999,,,1.0,0.0,,1.0,0.0,1.0,18.34,,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,94.4,,0.0,0.0,18.34,112.74,3.0
2136,0310-SUCIN,1.0,0.0,47.0,0.0,0.0,0.0,,0.0,0.0,0.0,788.0,95971.0,39.971228,-121.04116599999999,1542.0,6189.0,1.0,0.0,0.0,1.0,,1.0,32.74,,1.0,,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,55.0,55.0,0.0,0.0,32.74,87.74000000000002,1.0
2137,6217-KDYWC,1.0,,39.0,0.0,0.0,1.0,,,0.0,0.0,956.0,95981.0,39.584579999999995,-121.09325600000001,1550.0,101.0,1.0,1.0,1.0,5.0,0.0,1.0,14.9,1.0,1.0,1.0,4.0,,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,67.95,350.3,0.0,,74.5,444.8,3.0
2138,8098-TDCBU,1.0,0.0,41.0,0.0,0.0,0.0,,0.0,0.0,0.0,978.0,95983.0,40.053684000000004,-120.74311599999999,1552.0,513.0,1.0,0.0,0.0,1.0,0.0,1.0,8.31,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,69.5,69.5,0.0,0.0,8.31,77.81,1.0
2139,8017-UVSZU,1.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,,40.022184,-121.06238400000001,,,1.0,0.0,0.0,1.0,0.0,1.0,40.49,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,18.85,18.85,0.0,0.0,40.49,59.34,1.0
2140,5197-YPYBZ,1.0,,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,1069.0,95987.0,,-122.284654,1555.0,4579.0,1.0,0.0,0.0,1.0,0.0,1.0,23.72,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,69.2,,0.0,0.0,23.72,92.92,3.0
2141,1245-HARPS,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,96001.0,40.587919,-122.46473200000001,1559.0,31586.0,1.0,0.0,0.0,1.0,5.0,1.0,28.7,0.0,1.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.65,69.65,0.0,0.0,28.7,98.35,1.0
2142,6603-YRDCJ,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,96006.0,,-120.91316100000002,1562.0,615.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
