Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
5202-IVJNU,1.0,0.0,1.0,1.0,17.0,0.0,1.0,,0.0,,2.0,22.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,,1539.45,,0.0,326.23,1865.68
6627-CFOSN,1.0,0.0,0.0,0.0,3.0,5.0,1.0,15.12,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,,,0.0,0.0,45.36,103.51
5575-GNVDE,1.0,0.0,1.0,4.0,,,1.0,8.58,,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.9,225.6,0.0,,,259.92
2371-JUNGC,1.0,0.0,0.0,0.0,26.0,0.0,,40.17,1.0,1.0,2.0,27.0,0.0,,1.0,0.0,1.0,,1.0,1.0,0.0,,0.0,98.35,2515.3,0.0,,1044.42,3559.7200000000007
9223-UCPVT,1.0,0.0,1.0,1.0,4.0,,1.0,21.81,,1.0,2.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,365.4,0.0,0.0,87.24,452.64
0310-MVLET,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.13,0.0,1.0,2.0,6.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,1.13,91.98
1310-QRITU,1.0,0.0,0.0,0.0,1.0,,1.0,,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,69.4,69.4,0.0,0.0,38.53,107.93
7142-HVGBG,1.0,0.0,1.0,1.0,1.0,,1.0,3.09,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.15,20.15,0.0,0.0,3.09,23.24
9812-GHVRI,1.0,0.0,0.0,0.0,26.0,0.0,1.0,17.53,1.0,1.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.95,1834.95,0.0,0.0,455.78,2290.73
1215-VFYVK,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,47.95,,0.0,0.0,,305.1
3866-MDTUB,1.0,0.0,,,3.0,5.0,0.0,,,1.0,1.0,21.0,0.0,1.0,,,,0.0,0.0,1.0,,1.0,2.0,36.85,108.7,,0.0,0.0,
7219-TLZHO,1.0,0.0,0.0,0.0,1.0,,1.0,4.41,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,44.1,0.0,0.0,4.41,48.51000000000001
8999-YPYBV,1.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,,1.0,0.0,,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,50.75,,0.0,10.0,0.0,722.75
8480-PPONV,1.0,0.0,0.0,0.0,,,1.0,14.99,,1.0,2.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,106.45,6145.85,,0.0,869.42,
0378-TOVMS,1.0,0.0,0.0,0.0,18.0,4.0,1.0,35.7,0.0,1.0,2.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,96.05,1740.7,0.0,0.0,642.6,2383.3
3130-ICDUP,1.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,0.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,1046.5,0.0,,81.7,1158.2
6997-UVGOX,1.0,0.0,1.0,1.0,,4.0,1.0,9.14,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.35,834.2,0.0,0.0,100.54,934.74
5271-DBYSJ,1.0,0.0,1.0,1.0,39.0,0.0,1.0,9.51,0.0,1.0,2.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,104.7,4134.85,0.0,0.0,370.89,4505.740000000002
9945-PSVIP,1.0,0.0,0.0,0.0,15.0,4.0,1.0,40.66,1.0,1.0,1.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,55.7,,0.0,0.0,609.9,
7047-YXDMZ,1.0,0.0,0.0,0.0,5.0,0.0,1.0,6.17,,0.0,3.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,19.85,,0.0,0.0,30.85,138.9
8496-EJAUI,1.0,0.0,0.0,0.0,1.0,5.0,1.0,15.92,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,70.3,,0.0,0.0,15.92,
6986-IJDHX,1.0,0.0,0.0,0.0,6.0,5.0,,,0.0,1.0,2.0,17.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,,94.5,575.45,0.0,10.0,99.48,684.9300000000002
2408-WITXK,1.0,0.0,0.0,0.0,2.0,5.0,1.0,,0.0,,2.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,2.0,79.65,152.7,0.0,0.0,58.08,210.78
2516-XSJKX,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.2,20.2,0.0,0.0,43.52,63.72
5214-NLTIT,1.0,0.0,0.0,0.0,36.0,0.0,1.0,,,1.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,99.15,3615.6,0.0,30.0,480.6,
5419-CONWX,1.0,0.0,1.0,3.0,39.0,0.0,0.0,0.0,,,1.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,,2184.35,0.0,0.0,0.0,2184.35
0635-WKOLD,1.0,0.0,0.0,0.0,21.0,4.0,1.0,12.76,1.0,,2.0,48.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,82.35,1852.85,0.0,,267.96,2120.81
4003-FUSHP,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,
7599-NTMDP,1.0,0.0,0.0,0.0,4.0,5.0,1.0,29.11,1.0,1.0,2.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.35,338.1,0.0,0.0,116.44,454.54
0650-BWOZN,1.0,0.0,0.0,0.0,35.0,0.0,1.0,,0.0,1.0,2.0,16.0,0.0,,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,85.15,3030.6,0.0,0.0,892.85,3923.45
3981-QSVQI,1.0,0.0,1.0,5.0,33.0,,1.0,20.02,0.0,,2.0,27.0,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0,93.8,,0.0,0.0,660.66,3785.16
5176-LMJXE,1.0,0.0,0.0,0.0,11.0,4.0,1.0,,0.0,0.0,3.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,221.35,0.0,0.0,363.66,585.01
1642-HMARX,1.0,0.0,0.0,0.0,1.0,5.0,1.0,26.06,0.0,,,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,75.3,75.3,0.0,0.0,26.06,101.36
4397-FRLTA,1.0,0.0,0.0,0.0,,5.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.05,164.85,0.0,0.0,337.54,502.39
0639-TSIQW,1.0,0.0,,,1.0,5.0,1.0,,0.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.4,70.4,0.0,0.0,29.63,100.03
1335-NTIUC,1.0,0.0,1.0,4.0,7.0,5.0,1.0,36.14,0.0,1.0,,85.0,1.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,49.75,331.3,0.0,0.0,252.98,584.28
4629-NRXKX,1.0,0.0,1.0,1.0,11.0,4.0,1.0,25.67,1.0,1.0,2.0,18.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,94.0,1078.9,,0.0,282.37,1361.27
9820-RMCQV,1.0,0.0,0.0,0.0,67.0,0.0,1.0,22.66,1.0,1.0,2.0,27.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,118.35,7804.15,0.0,0.0,1518.22,
9667-TKTVZ,1.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,30.45,226.45,0.0,0.0,0.0,226.45
6202-JVYEU,1.0,0.0,1.0,4.0,44.0,0.0,1.0,11.24,1.0,,2.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,96.1,4364.1,0.0,0.0,494.56,4858.660000000002
3077-RSNTJ,1.0,0.0,1.0,1.0,17.0,,1.0,,1.0,1.0,2.0,15.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,104.2,1743.5,0.0,0.0,83.47,1826.97
2338-BQEZT,1.0,0.0,0.0,0.0,,0.0,1.0,20.34,0.0,,2.0,7.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,,713.1,0.0,0.0,183.06,896.1600000000002
2609-IAICY,1.0,0.0,0.0,0.0,7.0,0.0,1.0,39.21,,1.0,2.0,42.0,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,1.0,2.0,80.3,526.7,0.0,10.0,274.47,811.1700000000002
7279-BUYWN,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,1.0,0.0,6.0,0.0,0.0,,,1.0,1.0,1.0,,0.0,1.0,0.0,69.35,191.35,0.0,0.0,106.92,298.27
5014-WUQMG,1.0,0.0,0.0,0.0,22.0,4.0,1.0,39.58,0.0,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,89.4,2001.5,0.0,0.0,870.76,2872.26
6217-TOWGS,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,60.45,3184.25,0.0,0.0,0.0,3184.25
5887-IKKYO,1.0,0.0,1.0,1.0,8.0,0.0,1.0,29.0,1.0,1.0,,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,764.95,0.0,0.0,,996.95
1094-BKOSX,1.0,0.0,1.0,1.0,2.0,0.0,1.0,8.5,0.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,73.55,145.4,0.0,0.0,17.0,162.4
1871-MOWRM,1.0,0.0,1.0,1.0,8.0,0.0,1.0,11.35,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15,156.25,,0.0,90.8,247.05
9953-ZMKSM,1.0,0.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,34.7,,0.0,0.0,0.0,
7668-XCFYV,1.0,0.0,1.0,1.0,8.0,0.0,1.0,16.88,0.0,,2.0,6.0,0.0,1.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,101.15,842.9,0.0,,,977.94
8734-DKSTZ,1.0,0.0,0.0,0.0,20.0,4.0,1.0,5.54,1.0,1.0,2.0,59.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,88.7,1761.45,,0.0,,1872.25
8869-LIHMK,1.0,0.0,0.0,0.0,,,1.0,8.32,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,0.0,79.75,164.5,0.0,,16.64,181.14
0052-YNYOT,1.0,0.0,0.0,0.0,,0.0,1.0,11.09,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,,94.55,2724.6,,,299.43,3024.03
0106-UGRDO,1.0,0.0,1.0,1.0,52.0,0.0,1.0,,1.0,1.0,2.0,26.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,4990.25,0.0,120.0,2422.6800000000007,7532.93
3489-VSFRD,1.0,0.0,0.0,0.0,,1.0,1.0,20.44,1.0,1.0,2.0,,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.0,104.7,,0.0,0.0,1410.36,8630.710000000001
4285-GYRQC,1.0,0.0,0.0,0.0,40.0,0.0,,8.08,,1.0,1.0,76.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,55.25,2139.2,,0.0,323.2,2462.4
3084-DOWLE,1.0,0.0,0.0,0.0,6.0,0.0,1.0,,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,0.0,90.1,521.3,0.0,0.0,6.9,528.1999999999998
8270-RKSAP,1.0,0.0,0.0,0.0,11.0,4.0,1.0,15.03,1.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,53.75,608.0,0.0,0.0,165.32999999999996,
8735-DCXNF,1.0,0.0,0.0,0.0,6.0,0.0,,2.6,0.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0,89.3,577.6,0.0,0.0,,593.2
8044-BGWPI,1.0,0.0,1.0,4.0,3.0,0.0,1.0,23.26,1.0,1.0,,42.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,95.2,292.85,0.0,20.0,69.78,382.63
7030-NJVDP,1.0,0.0,1.0,1.0,8.0,0.0,1.0,47.91,0.0,1.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.5,,,0.0,383.28,993.18
5394-SVGJV,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.48,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,79.65,79.65,,0.0,22.48,102.13
8276-MQBYC,1.0,0.0,1.0,1.0,1.0,,1.0,39.79,0.0,,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,2.0,80.05,80.05,0.0,0.0,39.79,119.84
7446-KQISO,1.0,0.0,1.0,1.0,,0.0,1.0,4.0,1.0,,2.0,48.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,1.0,,89.2,2698.35,,0.0,116.0,2814.35
0617-FHSGK,1.0,0.0,1.0,1.0,19.0,0.0,1.0,14.09,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,83.65,1465.75,0.0,130.0,267.71,1863.46
6789-HJBWG,1.0,0.0,1.0,1.0,6.0,0.0,1.0,31.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,190.2,336.5
5148-ORICT,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.44,,1.0,1.0,4.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2.0,51.25,,0.0,0.0,,57.69
8859-YSTWS,1.0,0.0,0.0,0.0,,5.0,1.0,48.89,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.65,267.35,0.0,0.0,293.3400000000001,560.69
0746-JTRFU,1.0,0.0,1.0,4.0,15.0,0.0,1.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,20.0,288.05,0.0,0.0,467.1,755.1500000000002
3363-EWLGO,1.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,853.0,0.0,,0.0,853.0
0511-JTEOY,1.0,0.0,1.0,1.0,13.0,0.0,1.0,17.83,0.0,1.0,2.0,10.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,88.35,1222.8,0.0,0.0,231.79,1454.59
4039-PIMHX,1.0,0.0,1.0,1.0,49.0,0.0,1.0,6.45,1.0,1.0,,10.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,0.0,107.95,5293.2,0.0,0.0,316.05,5609.25
0504-HHAPI,1.0,0.0,,,37.0,3.0,1.0,,0.0,1.0,,71.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,1.0,,64.75,2345.2,0.0,0.0,120.99,2466.19
7787-BNTZM,1.0,0.0,0.0,0.0,26.0,3.0,1.0,6.24,0.0,1.0,2.0,,0.0,,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,89.8,2335.3,0.0,0.0,162.24,2497.54
1658-TJVOA,1.0,0.0,1.0,3.0,5.0,5.0,1.0,36.88,1.0,1.0,2.0,8.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,84.5,453.75,,0.0,184.4,638.15
4452-ROHMO,1.0,0.0,0.0,0.0,54.0,0.0,,43.47,1.0,1.0,2.0,82.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,103.95,5639.05,0.0,0.0,2347.38,7986.43
5044-LRQAQ,1.0,0.0,0.0,0.0,,0.0,1.0,5.63,1.0,1.0,,26.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,74.75,799.65,0.0,0.0,56.3,
0239-OXEXL,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.82,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,,50.8,0.0,0.0,22.82,73.62
4778-IZARL,1.0,0.0,0.0,0.0,2.0,,,39.03,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.25,144.55,0.0,10.0,78.06,232.61
3030-ZKIWL,1.0,0.0,0.0,0.0,36.0,3.0,1.0,43.97,1.0,1.0,2.0,42.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,0.0,84.75,3050.15,0.0,0.0,1582.92,
6728-VOIFY,1.0,0.0,0.0,0.0,53.0,,1.0,16.43,,1.0,2.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,4517.25,0.0,0.0,870.79,5388.04
9127-FHJBZ,1.0,0.0,1.0,4.0,1.0,5.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,19.9,19.9,0.0,0.0,,65.67
9512-PHSMG,1.0,0.0,0.0,0.0,1.0,0.0,,27.12,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,70.6,70.6,0.0,0.0,27.12,97.72
9102-IAYHT,1.0,0.0,0.0,0.0,6.0,5.0,1.0,39.32,0.0,1.0,2.0,,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,84.85,523.5,0.0,0.0,235.92,759.4200000000002
7168-HDQHG,1.0,0.0,0.0,0.0,64.0,0.0,1.0,24.23,,1.0,2.0,73.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,105.65,6903.1,0.0,0.0,1550.72,8453.82
8714-CTZJW,1.0,0.0,0.0,0.0,13.0,0.0,1.0,12.54,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,80.85,1008.7,0.0,0.0,163.01999999999995,1171.72
6357-JJPQT,1.0,0.0,0.0,0.0,,0.0,1.0,33.75,1.0,1.0,,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,72.15,794.25,0.0,80.0,,1211.75
2382-BCKQJ,1.0,0.0,0.0,0.0,9.0,,1.0,19.18,0.0,1.0,2.0,27.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,741.7,0.0,0.0,172.62,914.32
2499-AJYUA,1.0,0.0,1.0,1.0,70.0,1.0,1.0,42.67,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,65.3,,0.0,,2986.9,7746.65
5168-MSWXT,1.0,0.0,0.0,0.0,,0.0,1.0,22.3,,1.0,2.0,51.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,84.65,84.65,0.0,40.0,,146.95000000000005
5578-NKCXI,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,1.0,,16.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.05,347.25,0.0,0.0,,347.25
3577-AMVUX,1.0,0.0,0.0,0.0,7.0,0.0,1.0,34.49,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,51.0,354.05,0.0,0.0,241.43,595.48
8958-JPTRR,1.0,0.0,0.0,0.0,1.0,,,40.42,0.0,,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,44.35,44.35,0.0,0.0,40.42,84.77000000000002
0749-IRGQE,1.0,0.0,0.0,0.0,7.0,,,28.92,0.0,,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,79.7,,0.0,0.0,202.44,788.49
3635-QQRQD,1.0,0.0,0.0,0.0,54.0,0.0,1.0,6.7,1.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,55.0,3092.65,0.0,0.0,361.8,3454.4500000000007
0201-OAMXR,1.0,0.0,1.0,3.0,33.0,3.0,1.0,33.32,,1.0,1.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,73.9,2405.05,0.0,0.0,1099.56,3504.61
3500-NSDOA,1.0,0.0,1.0,4.0,,0.0,1.0,19.41,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,77.75,,,0.0,1067.55,5525.7
3070-BDOQC,1.0,0.0,,,8.0,,1.0,32.31,0.0,1.0,2.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,84.95,668.4,0.0,0.0,258.48,926.88
9766-HGEDE,1.0,0.0,0.0,0.0,11.0,0.0,1.0,44.94,0.0,,2.0,25.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,73.85,926.25,0.0,,494.34,1420.59
2826-UWHIS,1.0,0.0,1.0,2.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,,,1.0,,,0.0,1.0,1.0,0.0,51.8,2541.25,0.0,50.0,0.0,2591.25
7825-GKXMW,1.0,0.0,0.0,0.0,,0.0,1.0,23.89,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,46.0,,0.0,0.0,119.45,341.15
1442-BQPVU,1.0,0.0,0.0,0.0,4.0,0.0,,9.98,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,,201.1,0.0,0.0,39.92,241.02
4547-FZJWE,1.0,0.0,1.0,1.0,30.0,3.0,1.0,28.85,1.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,94.4,2838.7,0.0,80.0,865.5,3784.2
6230-BSUXY,1.0,0.0,0.0,0.0,1.0,,1.0,2.24,0.0,1.0,2.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,70.15,70.15,0.0,,2.24,
0048-PIHNL,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,34.7,296.1,0.0,0.0,,296.1
7297-DVYGA,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.86,0.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,81.1,81.1,0.0,0.0,,103.96
1855-CFULU,1.0,0.0,1.0,4.0,1.0,,1.0,37.92,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.55,20.55,0.0,0.0,37.92,58.47
0464-WJTKO,1.0,0.0,0.0,0.0,61.0,0.0,1.0,41.23,1.0,1.0,,28.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,106.6,6428.4,0.0,0.0,2515.03,8943.43
9586-JGQKH,1.0,0.0,1.0,4.0,59.0,0.0,1.0,49.31,1.0,1.0,,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,106.75,6252.9,,40.0,2909.29,9202.19
6582-PLFUU,1.0,0.0,0.0,0.0,3.0,0.0,1.0,16.15,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,89.45,240.45,0.0,0.0,48.45,288.9
3779-OSWCF,1.0,0.0,0.0,0.0,3.0,0.0,1.0,30.18,0.0,1.0,2.0,7.0,,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,0.0,97.9,,0.0,0.0,90.54,405.84
8111-SLLHI,1.0,0.0,0.0,0.0,1.0,0.0,1.0,48.22,0.0,,0.0,22.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,55.7,55.7,0.0,0.0,48.22,103.92
5811-IWXYM,1.0,0.0,0.0,0.0,13.0,0.0,1.0,30.88,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79.8,973.45,0.0,0.0,,1374.89
3727-OWVYD,1.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,39.05,669.85,0.0,0.0,0.0,669.85
9475-NNDGC,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.59,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,1.0,1.0,53.55,53.55,0.0,0.0,1.59,55.14
8591-NXRCV,1.0,0.0,1.0,1.0,68.0,1.0,1.0,23.67,1.0,1.0,2.0,22.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,113.15,7856.0,0.0,0.0,1609.5600000000004,9465.56
0019-GFNTW,1.0,0.0,1.0,3.0,11.0,4.0,1.0,11.5,1.0,1.0,2.0,27.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,80.5,896.9,0.0,0.0,126.5,1023.4
