,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Category
2246,3197-NNYNB,1.0,Male,37.0,No,No,No,No,0.0,,,,,,,,Q3,,,10.0,None,Yes,8.38,,Yes,Fiber Optic,2.0,Yes,,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,,,0.0,,1165.25,1.0,Competitor
2247,7625-XCQRH,,Male,46.0,No,,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,7625-XCQRH,1.0,,,,,,,,,,,,,,,Q3,No,0.0,2.0,None,Yes,24.9,No,Yes,DSL,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.65,74.9,0.0,10.0,49.8,,1.0,
2249,6894-LFHLY,1.0,Female,62.0,No,No,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2250,0581-MDMPW,1.0,Female,,Yes,No,No,No,0.0,United States,California,Palo Cedro,96073.0,40.582399,-122.19551200000001,4931.0,Q3,No,0.0,4.0,None,Yes,41.72,Yes,Yes,Fiber Optic,69.0,No,,Yes,No,No,No,,Yes,Month-to-Month,No,Bank Withdrawal,,333.55,0.0,0.0,166.88,500.43,3.0,Competitor
2251,3261-CQXOL,1.0,Female,23.0,Yes,No,No,No,0.0,United States,California,Paynes Creek,96075.0,,-121.81541200000001,433.0,Q3,,0.0,,Offer E,Yes,44.11,No,Yes,Fiber Optic,69.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,,0.0,,44.11,,1.0,
2252,5937-EORGB,1.0,Female,,Yes,No,No,,,United States,California,Red Bluff,96080.0,40.186772,-122.388361,26438.0,Q3,No,0.0,5.0,Offer E,Yes,1.49,Yes,Yes,Fiber Optic,,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,455.5,0.0,0.0,7.45,462.95,3.0,
2253,6627-CFOSN,1.0,Male,33.0,No,No,No,No,,United States,California,Susanville,96130.0,40.559177000000005,-120.612113,19440.0,Q3,No,0.0,3.0,Offer E,Yes,15.12,No,No,None,0.0,No,No,,No,No,No,No,No,,Yes,Mailed Check,,,0.0,0.0,45.36,103.51,1.0,
2254,5575-GNVDE,1.0,Male,55.0,,No,Yes,Yes,3.0,United States,California,Termo,96132.0,41.027281,-120.669427,72.0,Q3,Yes,,,,Yes,8.58,,Yes,DSL,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,225.6,0.0,,,259.92,,
2255,2371-JUNGC,1.0,Male,55.0,No,No,No,,0.0,United States,California,Carnelian Bay,96140.0,39.227434,-120.091806,1943.0,Q3,No,0.0,26.0,None,,40.17,Yes,Yes,Fiber Optic,27.0,No,,Yes,No,Yes,,Yes,Yes,Month-to-Month,,Bank Withdrawal,98.35,2515.3,0.0,,1044.42,3559.7200000000007,1.0,
2256,7483-IQWIB,1.0,Male,20.0,,No,No,,,United States,California,Tahoma,96142.0,39.061227,-120.179546,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price
2257,7483-IQWIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Price
2258,9223-UCPVT,1.0,,55.0,No,No,Yes,No,0.0,United States,California,Kings Beach,96143.0,39.246654,-120.029273,4806.0,Q3,Yes,1.0,4.0,,Yes,21.81,,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,365.4,0.0,0.0,87.24,452.64,2.0,
2259,0310-MVLET,1.0,Male,47.0,No,No,No,No,0.0,United States,California,South Lake Tahoe,96150.0,,-120.106169,33038.0,Q3,No,,1.0,Offer E,Yes,1.13,No,Yes,Fiber Optic,6.0,No,No,No,,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,,,0.0,1.13,91.98,3.0,
2260,7142-HVGBG,,Female,55.0,No,No,Yes,Yes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,7142-HVGBG,1.0,,,,,,,,,,,,,,,Q3,Yes,1.0,1.0,,Yes,3.09,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.15,20.15,0.0,0.0,3.09,23.24,2.0,
2262,9812-GHVRI,1.0,Female,48.0,No,No,No,No,0.0,United States,California,Los Angeles,90010.0,34.062125,-118.31570900000001,1957.0,Q3,No,0.0,26.0,None,Yes,17.53,Yes,Yes,,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1834.95,0.0,0.0,455.78,2290.73,2.0,
2263,1215-VFYVK,1.0,,23.0,Yes,No,,No,,United States,California,Los Angeles,90011.0,34.007090000000005,-118.25868100000001,101215.0,Q3,No,0.0,6.0,Offer E,No,0.0,No,Yes,DSL,71.0,No,No,Yes,No,,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,47.95,,0.0,0.0,,305.1,1.0,
2264,4178-EGMON,1.0,Female,57.0,No,No,No,No,0.0,United States,California,Los Angeles,90013.0,34.044639000000004,-118.24041299999999,9732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,3866-MDTUB,1.0,Male,44.0,No,No,No,No,0.0,United States,California,San Diego,92121.0,32.898613,-117.202937,4258.0,Q3,,,3.0,Offer E,No,,,Yes,DSL,21.0,No,Yes,,,,No,No,Yes,,Yes,Mailed Check,36.85,108.7,,0.0,0.0,,1.0,Competitor
2266,7219-TLZHO,1.0,Female,31.0,No,No,No,No,0.0,United States,California,Los Angeles,90024.0,34.066303000000005,,44150.0,Q3,No,0.0,1.0,,Yes,4.41,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,44.1,0.0,0.0,4.41,48.51000000000001,3.0,Competitor
2267,8999-YPYBV,1.0,Male,38.0,,No,No,No,0.0,United States,California,Los Angeles,90027.0,34.127194,-118.295647,48727.0,Q3,No,0.0,14.0,Offer D,No,0.0,,Yes,Cable,,,No,Yes,No,Yes,,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.75,,0.0,10.0,0.0,722.75,,
2268,8480-PPONV,1.0,Female,,No,No,No,No,0.0,United States,California,,90038.0,34.088017,-118.327168,32562.0,Q3,No,0.0,,,Yes,14.99,,Yes,Fiber Optic,12.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.45,6145.85,,0.0,869.42,,1.0,
2269,0378-TOVMS,1.0,,23.0,Yes,No,No,No,0.0,United States,California,Los Angeles,90041.0,34.137412,,27866.0,Q3,No,0.0,18.0,Offer D,Yes,35.7,No,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,96.05,1740.7,0.0,0.0,642.6,2383.3,1.0,Competitor
2270,3130-ICDUP,1.0,Male,55.0,No,No,No,No,0.0,United States,California,Los Angeles,,34.072945000000004,-118.37267,,Q3,No,0.0,,,Yes,,No,Yes,Cable,23.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,55.0,1046.5,0.0,,81.7,1158.2,2.0,Competitor
2271,6997-UVGOX,1.0,Male,35.0,No,No,,No,0.0,United States,California,Los Angeles,90056.0,33.987945,-118.370442,8115.0,Q3,Yes,1.0,,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0.0,100.54,934.74,2.0,Competitor
2272,5271-DBYSJ,,,35.0,No,No,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2273,5271-DBYSJ,1.0,,,,,,,,United States,California,,90058.0,34.001616999999996,-118.222274,3642.0,Q3,Yes,1.0,39.0,None,Yes,9.51,No,Yes,Fiber Optic,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,,Credit Card,104.7,4134.85,0.0,0.0,370.89,4505.740000000002,2.0,Competitor
2274,9945-PSVIP,1.0,Female,60.0,No,No,No,No,0.0,United States,California,Los Angeles,90059.0,,-118.249826,38128.0,Q3,No,0.0,15.0,Offer D,Yes,40.66,Yes,Yes,DSL,8.0,,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.7,,0.0,0.0,609.9,,,Price
2275,8496-EJAUI,1.0,Female,57.0,No,No,No,No,0.0,United States,California,Compton,90221.0,33.885811,,51387.0,Q3,No,0.0,1.0,Offer E,Yes,15.92,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,,0.0,0.0,15.92,,,Dissatisfaction
2276,6986-IJDHX,,Male,53.0,No,No,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,6986-IJDHX,1.0,,,,,,,,United States,California,El Segundo,90245.0,33.917145,-118.401554,16041.0,Q3,,0.0,6.0,Offer E,,,No,Yes,Fiber Optic,17.0,No,No,,No,Yes,Yes,Yes,No,Month-to-Month,,,94.5,575.45,0.0,10.0,99.48,684.9300000000002,2.0,
2278,2408-WITXK,1.0,,56.0,,No,No,No,0.0,United States,California,,,33.88856,-118.35181299999999,,Q3,No,0.0,2.0,Offer E,Yes,,No,,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,,Yes,Mailed Check,79.65,152.7,0.0,0.0,58.08,210.78,2.0,Price
2279,2516-XSJKX,1.0,Female,48.0,No,,No,No,0.0,United States,California,Topanga,90290.0,34.115192,-118.61017,5451.0,Q3,No,0.0,1.0,None,Yes,,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0.0,43.52,63.72,2.0,Price
2280,1624-NALOJ,1.0,Male,30.0,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,1624-NALOJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
2282,5214-NLTIT,1.0,Female,54.0,No,No,No,No,0.0,United States,California,Santa Monica,90402.0,,-118.50350800000001,11509.0,Q3,No,0.0,36.0,None,Yes,,,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,,99.15,3615.6,0.0,30.0,480.6,,1.0,Competitor
2283,5419-CONWX,1.0,Female,50.0,No,No,Yes,,0.0,,,,,,,,Q3,Yes,3.0,39.0,None,No,0.0,,,DSL,13.0,Yes,No,Yes,No,Yes,Yes,Yes,,Month-to-Month,No,Bank Withdrawal,,2184.35,0.0,0.0,0.0,2184.35,1.0,
2284,0635-WKOLD,1.0,Male,25.0,Yes,No,,No,0.0,,,,,,,,Q3,,0.0,21.0,Offer D,Yes,12.76,Yes,,Fiber Optic,48.0,,,,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0.0,,267.96,2120.81,1.0,Dissatisfaction
2285,4003-FUSHP,1.0,Male,34.0,No,No,No,No,0.0,,,,,,,,Q3,No,0.0,2.0,Offer E,No,0.0,No,Yes,DSL,8.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,,,0.0,0.0,,,,Other
2286,7599-NTMDP,1.0,Female,42.0,No,No,No,No,0.0,United States,California,Whittier,90602.0,33.972119,-118.02018799999999,26265.0,Q3,No,0.0,4.0,Offer E,Yes,29.11,Yes,Yes,Fiber Optic,9.0,No,,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,338.1,0.0,0.0,116.44,454.54,,Competitor
2287,0650-BWOZN,1.0,Male,37.0,No,No,,No,0.0,,,,,,,,Q3,No,0.0,35.0,None,Yes,,No,Yes,Fiber Optic,16.0,No,,Yes,No,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,85.15,3030.6,0.0,0.0,892.85,3923.45,1.0,Competitor
2288,3981-QSVQI,,Female,48.0,No,No,Yes,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,3981-QSVQI,1.0,,,,,,,,United States,California,La Palma,,33.850504,,,Q3,Yes,5.0,33.0,,Yes,20.02,No,,Fiber Optic,27.0,No,No,Yes,,Yes,Yes,Yes,,One Year,Yes,Bank Withdrawal,93.8,,0.0,0.0,660.66,3785.16,3.0,
2290,8961-QDZZJ,1.0,Male,49.0,No,No,No,No,0.0,United States,California,Cerritos,90703.0,33.8681,-118.067402,51556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price
2291,8961-QDZZJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Price
2292,9776-OJUZI,1.0,Male,47.0,No,No,No,No,0.0,United States,California,Lakewood,90713.0,33.847755,-118.112532,27563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,5176-LMJXE,1.0,Female,62.0,No,No,No,,3.0,United States,California,Seal Beach,90740.0,33.75462,-118.071128,24180.0,Q3,No,0.0,11.0,Offer D,Yes,,No,No,None,0.0,,No,,No,No,No,No,No,Month-to-Month,No,Credit Card,,221.35,0.0,0.0,363.66,585.01,2.0,Attitude
2294,1642-HMARX,1.0,Female,53.0,No,No,No,No,0.0,United States,California,Sunset Beach,90742.0,,-118.073596,1107.0,Q3,No,0.0,1.0,Offer E,Yes,26.06,No,,,3.0,No,No,Yes,No,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,75.3,75.3,0.0,0.0,26.06,101.36,1.0,Competitor
2295,4397-FRLTA,,Female,,No,No,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
2296,4397-FRLTA,1.0,,,,,,,,United States,California,Long Beach,90810.0,,-118.222416,35656.0,Q3,No,0.0,,Offer E,Yes,,No,No,,0.0,No,No,,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.05,164.85,0.0,0.0,337.54,502.39,2.0,Other
2297,0639-TSIQW,1.0,Male,40.0,,No,No,No,0.0,United States,California,Long Beach,90822.0,33.778436,-118.118648,425.0,Q3,,,1.0,Offer E,Yes,,No,,Fiber Optic,,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,70.4,0.0,0.0,29.63,100.03,1.0,
2298,1335-NTIUC,1.0,Male,24.0,Yes,No,Yes,No,0.0,United States,California,Duarte,91010.0,34.145695,-117.95982,27414.0,Q3,Yes,4.0,7.0,Offer E,Yes,36.14,No,Yes,,85.0,Yes,No,,,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0.0,0.0,252.98,584.28,1.0,Competitor
2299,4629-NRXKX,1.0,Female,64.0,No,No,Yes,No,0.0,United States,California,South Pasadena,91030.0,34.110444,-118.156957,23984.0,Q3,Yes,1.0,11.0,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18.0,No,,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,,0.0,282.37,1361.27,1.0,Competitor
2300,9820-RMCQV,1.0,Male,,No,No,No,No,0.0,United States,California,Tujunga,,34.296574,-118.24483899999998,,Q3,No,,67.0,None,Yes,22.66,Yes,Yes,Fiber Optic,27.0,Yes,,Yes,,Yes,Yes,,,One Year,Yes,,118.35,7804.15,0.0,0.0,1518.22,,1.0,Competitor
2301,9667-TKTVZ,1.0,Male,55.0,No,,No,No,0.0,United States,California,Pasadena,91104.0,34.165383,,38460.0,Q3,No,0.0,8.0,,No,0.0,No,Yes,Cable,,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,,30.45,226.45,0.0,0.0,0.0,226.45,1.0,Competitor
2302,6202-JVYEU,1.0,Female,19.0,Yes,No,Yes,No,0.0,United States,California,Pasadena,91105.0,34.13946,-118.16664899999999,10253.0,Q3,Yes,4.0,44.0,None,Yes,11.24,Yes,,Fiber Optic,59.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,4364.1,0.0,0.0,494.56,4858.660000000002,2.0,Competitor
2303,3077-RSNTJ,1.0,Female,38.0,No,No,Yes,No,,United States,California,Northridge,91324.0,,-118.55028999999999,25751.0,Q3,Yes,1.0,17.0,,Yes,,Yes,Yes,Fiber Optic,15.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,1743.5,0.0,0.0,83.47,1826.97,1.0,
2304,2338-BQEZT,1.0,Male,39.0,No,No,No,No,0.0,United States,California,Valencia,91355.0,34.43987,-118.644609,24977.0,Q3,No,0.0,,None,Yes,20.34,No,,Fiber Optic,7.0,No,No,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,713.1,0.0,0.0,183.06,896.1600000000002,3.0,Competitor
2305,2609-IAICY,1.0,Female,21.0,Yes,No,No,No,,United States,California,Woodland Hills,91367.0,34.178067999999996,,36123.0,Q3,No,0.0,7.0,None,Yes,39.21,,Yes,Fiber Optic,42.0,No,No,No,,Yes,No,Yes,,Month-to-Month,Yes,Mailed Check,80.3,526.7,0.0,10.0,274.47,811.1700000000002,,
2306,7279-BUYWN,1.0,Male,48.0,No,No,No,No,0.0,United States,California,Fallbrook,92028.0,,,42239.0,Q3,No,0.0,3.0,None,Yes,,,Yes,Cable,6.0,No,No,,,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0.0,0.0,106.92,298.27,2.0,Other
2307,5014-WUQMG,,,39.0,No,No,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissatisfaction
2308,5014-WUQMG,1.0,,,,,,,,United States,California,,,34.207295,-118.40002199999999,,Q3,No,0.0,22.0,Offer D,Yes,39.58,No,Yes,,,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0.0,870.76,2872.26,2.0,Dissatisfaction
2309,6217-TOWGS,1.0,Male,61.0,No,No,Yes,No,0.0,United States,California,Rancho Cucamonga,91737.0,,-117.642503,23079.0,Q3,Yes,1.0,,None,No,0.0,No,Yes,DSL,13.0,No,Yes,Yes,Yes,Yes,,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45,3184.25,0.0,0.0,0.0,3184.25,2.0,
2310,5887-IKKYO,1.0,Female,58.0,No,No,Yes,No,0.0,United States,California,Rancho Cucamonga,91739.0,34.133809,-117.523724,12937.0,Q3,Yes,1.0,8.0,None,Yes,29.0,Yes,Yes,,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,764.95,0.0,0.0,,996.95,1.0,Price
2311,1871-MOWRM,1.0,Female,,Yes,No,Yes,No,0.0,,,,,,,,Q3,Yes,1.0,8.0,None,Yes,11.35,No,No,None,0.0,No,No,,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,156.25,,0.0,90.8,247.05,3.0,
2312,9953-ZMKSM,1.0,Female,31.0,No,No,Yes,No,0.0,United States,California,La Puente,91746.0,34.038983,-117.991372,30802.0,Q3,,1.0,48.0,None,No,0.0,No,Yes,DSL,22.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,34.7,,0.0,0.0,0.0,,2.0,
2313,7668-XCFYV,1.0,Female,47.0,No,No,Yes,No,0.0,,,,,,,,Q3,Yes,1.0,8.0,None,Yes,16.88,No,,Fiber Optic,6.0,No,Yes,,No,,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0.0,,,977.94,2.0,Competitor
2314,8734-DKSTZ,1.0,Male,20.0,Yes,No,No,No,0.0,,,,,,,,Q3,No,0.0,20.0,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59.0,No,,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,,0.0,,1872.25,1.0,
2315,8869-LIHMK,1.0,Female,44.0,No,No,No,No,0.0,United States,California,San Diego,92109.0,,-117.232376,46086.0,Q3,,0.0,,,Yes,8.32,No,Yes,Fiber Optic,16.0,No,No,No,No,,No,No,Yes,,Yes,Bank Withdrawal,79.75,164.5,0.0,,16.64,181.14,3.0,
2316,0052-YNYOT,1.0,Female,48.0,No,No,No,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,,0.0,,None,Yes,11.09,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,Yes,Yes,,Yes,,94.55,2724.6,,,299.43,3024.03,2.0,
2317,0106-UGRDO,1.0,Male,,No,No,Yes,,0.0,United States,California,,92109.0,,-117.232376,46086.0,Q3,Yes,1.0,52.0,None,Yes,,Yes,Yes,Fiber Optic,26.0,No,No,,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,,4990.25,0.0,120.0,2422.6800000000007,7532.93,3.0,
2318,3489-VSFRD,1.0,Male,52.0,No,,No,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,No,0.0,,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,,,Yes,No,,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,104.7,,0.0,0.0,1410.36,8630.710000000001,3.0,Competitor
2319,4285-GYRQC,1.0,,20.0,Yes,No,,Yes,1.0,United States,California,,92109.0,32.787836,,46086.0,Q3,No,0.0,40.0,None,,8.08,,Yes,DSL,76.0,,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.25,2139.2,,0.0,323.2,2462.4,1.0,Competitor
2320,3084-DOWLE,,Female,53.0,No,No,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2321,3084-DOWLE,1.0,,,,,,,,,,,,,,,Q3,No,,6.0,None,Yes,,Yes,Yes,Fiber Optic,,No,Yes,No,No,Yes,,No,Yes,,Yes,Bank Withdrawal,90.1,521.3,0.0,0.0,6.9,528.1999999999998,,Competitor
2322,8270-RKSAP,1.0,Male,60.0,No,No,No,No,0.0,United States,California,San Diego,,32.787836,-117.232376,,Q3,No,0.0,11.0,Offer D,Yes,15.03,Yes,Yes,DSL,13.0,No,No,Yes,No,No,,,Yes,Month-to-Month,No,Bank Withdrawal,53.75,608.0,0.0,0.0,165.32999999999996,,1.0,Competitor
2323,8735-DCXNF,,Female,43.0,No,No,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,8735-DCXNF,1.0,,,,,,,,,,,,,,,Q3,,0.0,6.0,None,,2.6,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,,Month-to-Month,,Bank Withdrawal,89.3,577.6,0.0,0.0,,593.2,1.0,
2325,8044-BGWPI,1.0,,21.0,Yes,No,Yes,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,Yes,,3.0,None,Yes,23.26,Yes,Yes,,42.0,No,No,No,No,Yes,Yes,Yes,No,,Yes,Bank Withdrawal,95.2,292.85,0.0,20.0,69.78,382.63,1.0,Competitor
2326,7030-NJVDP,1.0,Male,51.0,No,No,Yes,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,Yes,1.0,8.0,None,Yes,47.91,No,Yes,Fiber Optic,23.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,,,0.0,383.28,993.18,2.0,Competitor
2327,8276-MQBYC,1.0,Female,53.0,,No,Yes,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,Yes,1.0,1.0,,Yes,39.79,No,,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,,Mailed Check,80.05,80.05,0.0,0.0,39.79,119.84,3.0,
2328,7446-KQISO,,Male,25.0,Yes,No,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2329,7446-KQISO,1.0,,,,,,,,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,Yes,1.0,,None,Yes,4.0,Yes,,Fiber Optic,48.0,No,No,,,No,Yes,Yes,Yes,Month-to-Month,Yes,,89.2,2698.35,,0.0,116.0,2814.35,1.0,Competitor
2330,0617-FHSGK,1.0,Male,59.0,No,No,Yes,,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,Q3,Yes,1.0,19.0,None,Yes,14.09,Yes,Yes,Fiber Optic,,No,No,No,No,No,,Yes,No,Month-to-Month,,Bank Withdrawal,83.65,1465.75,0.0,130.0,267.71,1863.46,2.0,Competitor
2331,6789-HJBWG,1.0,Female,62.0,No,,Yes,,0.0,United States,California,San Diego,92109.0,,-117.232376,46086.0,Q3,Yes,1.0,6.0,None,Yes,31.7,No,No,None,0.0,No,No,No,No,No,No,No,No,,No,Bank Withdrawal,,,0.0,,190.2,336.5,3.0,Competitor
2332,5148-ORICT,1.0,,,,No,No,No,0.0,United States,California,San Diego,,,-117.232376,,Q3,No,0.0,1.0,None,Yes,6.44,,Yes,DSL,4.0,No,No,No,,,No,No,Yes,Month-to-Month,No,Mailed Check,51.25,,0.0,0.0,,57.69,1.0,Competitor
2333,9086-YJYXS,1.0,Male,31.0,No,No,No,No,0.0,United States,California,San Diego,92109.0,32.787836,-117.232376,46086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,9086-YJYXS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2335,8859-YSTWS,1.0,Female,49.0,No,No,No,No,,United States,California,San Diego,92111.0,,,46828.0,Q3,No,0.0,,Offer E,Yes,48.89,No,Yes,DSL,,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,267.35,0.0,0.0,293.3400000000001,560.69,2.0,
2336,0746-JTRFU,,,59.0,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
2337,0746-JTRFU,1.0,,,,,,,,United States,California,San Diego,92121.0,32.898613,-117.202937,4258.0,Q3,Yes,,15.0,None,Yes,,No,,None,0.0,No,No,No,No,,,,No,Month-to-Month,Yes,Bank Withdrawal,20.0,288.05,0.0,0.0,467.1,755.1500000000002,1.0,Competitor
2338,3363-EWLGO,1.0,Female,19.0,Yes,No,Yes,No,0.0,,,,,,,,Q3,Yes,,25.0,Offer C,No,0.0,No,Yes,Cable,82.0,No,,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,853.0,0.0,,0.0,853.0,1.0,Competitor
2339,0511-JTEOY,1.0,Female,,No,,Yes,No,0.0,,,,,,,,Q3,Yes,1.0,13.0,None,Yes,17.83,No,Yes,Fiber Optic,10.0,No,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0.0,0.0,231.79,1454.59,2.0,
2340,4039-PIMHX,,Female,,No,No,Yes,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
